from_node_id,to_node_id,volume,travel_time
1,2,5083.214,
1,3,8782.614,
2,1,5182.613,
2,6,5483.214,
3,1,8683.215,
3,4,14796.577,
3,12,10373.788,
4,3,14791.177,
4,5,18945.744,
4,11,5240.831,
5,4,18832.006,
5,6,8554.285,
5,9,15714.926,
6,2,5582.613,
6,5,8519.162,
6,8,12837.499,
7,8,12616.312,
7,18,15620.555,
8,6,12901.775,
8,7,12528.57,
8,9,7211.184,
8,16,8565.569,
9,5,15636.311,
9,8,7156.641,
9,10,21936.92,
10,9,21903.76,
10,11,17616.918,
10,15,22471.785,
10,16,11370.813,
10,17,8099.999,
11,4,5449.17,
11,10,17464.998,
11,12,8377.522,
11,14,9587.549,
12,3,10279.792,
12,11,8460.422,
12,13,13227.405,
13,12,13316.306,
13,24,10975.704,
14,11,9661.071,
14,15,8967.315,
14,23,8224.451,
15,10,22484.834,
15,14,9041.501,
15,19,17955.973,
15,22,18078.322,
16,8,8596.646,
16,10,11376.53,
16,17,10895.549,
16,18,16700.59,
17,10,8099.999,
17,16,10905.318,
17,19,9948.753,
18,7,15708.296,
18,16,16727.611,
18,20,20692.295,
19,15,17964.596,
19,17,9958.525,
19,20,7899.545,
20,18,20707.057,
20,19,7917.937,
20,21,6445.915,
20,22,7000.0,
21,20,6379.069,
21,22,8315.617,
21,24,10299.105,
22,15,18056.934,
22,20,7000.0,
22,21,8299.461,
22,23,9604.388,
23,14,8223.786,
23,22,9566.843,
23,24,7742.693,
24,13,10964.604,
24,21,10248.417,
24,23,7704.481,
