o_zone_id,d_zone_id,volume,period,agent_type
30,32,171.88,AM,auto
30,2,171.88,AM,auto
30,15,171.88,AM,auto
30,8,171.88,AM,auto
30,16,171.88,AM,auto
30,25,171.88,AM,auto
30,20,171.88,AM,auto
30,22,171.88,AM,auto
29,33,171.88,AM,auto
29,17,171.88,AM,auto
29,1,171.88,AM,auto
29,24,171.88,AM,auto
29,10,171.88,AM,auto
29,5,171.88,AM,auto
29,22,171.88,AM,auto
29,20,171.88,AM,auto
36,13,171.88,AM,auto
36,34,171.88,AM,auto
36,11,171.88,AM,auto
36,22,171.88,AM,auto
36,32,171.88,AM,auto
36,30,171.88,AM,auto
36,15,171.88,AM,auto
36,16,171.88,AM,auto
6,17,171.88,AM,auto
6,22,171.88,AM,auto
6,27,171.88,AM,auto
6,18,171.88,AM,auto
6,8,171.88,AM,auto
6,35,171.88,AM,auto
6,15,171.88,AM,auto
6,34,171.88,AM,auto
2,14,171.88,AM,auto
2,15,171.88,AM,auto
2,26,171.88,AM,auto
2,16,171.88,AM,auto
2,20,171.88,AM,auto
2,31,171.88,AM,auto
2,12,171.88,AM,auto
2,8,171.88,AM,auto
10,9,171.88,AM,auto
10,36,171.88,AM,auto
10,33,171.88,AM,auto
10,24,171.88,AM,auto
10,28,171.88,AM,auto
10,30,171.88,AM,auto
10,29,171.88,AM,auto
10,2,171.88,AM,auto
20,5,171.88,AM,auto
20,18,171.88,AM,auto
20,11,171.88,AM,auto
20,8,171.88,AM,auto
20,15,171.88,AM,auto
20,16,171.88,AM,auto
20,9,171.88,AM,auto
20,7,171.88,AM,auto
3,28,171.88,AM,auto
3,26,171.88,AM,auto
3,33,171.88,AM,auto
3,22,171.88,AM,auto
3,24,171.88,AM,auto
3,36,171.88,AM,auto
3,31,171.88,AM,auto
3,21,171.88,AM,auto
