o_zone_id,d_zone_id,volume,period,agent_type
1,3,1.65,AM,w_bus_metro
1,4,0.45,AM,w_bus_metro
1,6,0.15,AM,w_bus_metro
1,7,0.6,AM,w_bus_metro
1,8,0.45,AM,w_bus_metro
1,9,0.75,AM,w_bus_metro
1,10,1.35,AM,w_bus_metro
1,15,0.3,AM,w_bus_metro
1,17,0.15,AM,w_bus_metro
1,21,0.15,AM,w_bus_metro
1,22,0.9,AM,w_bus_metro
1,23,0.6,AM,w_bus_metro
1,24,0.3,AM,w_bus_metro
1,25,1.8,AM,w_bus_metro
1,26,0.75,AM,w_bus_metro
1,30,0.6,AM,w_bus_metro
1,31,0.3,AM,w_bus_metro
1,32,4.05,AM,w_bus_metro
1,33,0.45,AM,w_bus_metro
1,34,0.45,AM,w_bus_metro
1,35,2.25,AM,w_bus_metro
1,36,0.9,AM,w_bus_metro
1,37,0.6,AM,w_bus_metro
1,38,1.5,AM,w_bus_metro
1,39,1.65,AM,w_bus_metro
1,40,3.45,AM,w_bus_metro
1,42,1.5,AM,w_bus_metro
1,43,1.65,AM,w_bus_metro
1,44,1.5,AM,w_bus_metro
1,46,0.3,AM,w_bus_metro
1,47,0.45,AM,w_bus_metro
1,48,0.75,AM,w_bus_metro
1,49,1.35,AM,w_bus_metro
1,51,0.3,AM,w_bus_metro
1,52,0.6,AM,w_bus_metro
1,53,0.45,AM,w_bus_metro
1,54,0.45,AM,w_bus_metro
1,56,0.6,AM,w_bus_metro
1,57,1.5,AM,w_bus_metro
1,58,1.5,AM,w_bus_metro
1,60,1.5,AM,w_bus_metro
1,61,1.05,AM,w_bus_metro
1,64,0.9,AM,w_bus_metro
1,65,1.5,AM,w_bus_metro
1,66,0.45,AM,w_bus_metro
1,67,5.1,AM,w_bus_metro
1,68,0.75,AM,w_bus_metro
1,71,0.15,AM,w_bus_metro
1,72,0.9,AM,w_bus_metro
1,73,0.15,AM,w_bus_metro
1,74,0.6,AM,w_bus_metro
1,75,1.8,AM,w_bus_metro
1,76,0.6,AM,w_bus_metro
1,77,1.05,AM,w_bus_metro
1,78,2.25,AM,w_bus_metro
1,79,4.5,AM,w_bus_metro
1,80,0.15,AM,w_bus_metro
1,81,0.3,AM,w_bus_metro
1,82,0.9,AM,w_bus_metro
1,83,0.45,AM,w_bus_metro
1,84,0.45,AM,w_bus_metro
1,85,0.15,AM,w_bus_metro
1,86,0.3,AM,w_bus_metro
1,87,7.8,AM,w_bus_metro
1,88,0.9,AM,w_bus_metro
1,89,0.15,AM,w_bus_metro
1,90,0.9,AM,w_bus_metro
1,91,0.45,AM,w_bus_metro
1,92,0.15,AM,w_bus_metro
1,95,0.15,AM,w_bus_metro
1,96,9.3,AM,w_bus_metro
1,97,1.65,AM,w_bus_metro
1,98,0.3,AM,w_bus_metro
1,99,0.9,AM,w_bus_metro
1,102,0.3,AM,w_bus_metro
1,103,0.3,AM,w_bus_metro
1,104,0.9,AM,w_bus_metro
1,105,0.45,AM,w_bus_metro
1,107,0.45,AM,w_bus_metro
1,108,0.3,AM,w_bus_metro
1,111,0.9,AM,w_bus_metro
1,112,1.2,AM,w_bus_metro
1,115,1.05,AM,w_bus_metro
1,116,0.15,AM,w_bus_metro
1,120,0.45,AM,w_bus_metro
1,121,1.5,AM,w_bus_metro
1,122,0.15,AM,w_bus_metro
1,123,4.5,AM,w_bus_metro
1,124,0.15,AM,w_bus_metro
1,125,0.9,AM,w_bus_metro
1,126,0.15,AM,w_bus_metro
1,129,0.75,AM,w_bus_metro
1,130,0.3,AM,w_bus_metro
1,131,0.3,AM,w_bus_metro
1,136,0.15,AM,w_bus_metro
1,139,1.35,AM,w_bus_metro
1,140,0.15,AM,w_bus_metro
2,3,0.3,AM,w_bus_metro
2,4,0.15,AM,w_bus_metro
2,9,0.15,AM,w_bus_metro
2,10,0.15,AM,w_bus_metro
2,12,0.15,AM,w_bus_metro
2,20,2.7,AM,w_bus_metro
2,21,2.4,AM,w_bus_metro
2,22,1.35,AM,w_bus_metro
2,23,1.05,AM,w_bus_metro
2,24,0.45,AM,w_bus_metro
2,25,3.3,AM,w_bus_metro
2,26,1.5,AM,w_bus_metro
2,28,0.45,AM,w_bus_metro
2,30,1.35,AM,w_bus_metro
2,31,1.65,AM,w_bus_metro
2,32,3.45,AM,w_bus_metro
2,33,0.9,AM,w_bus_metro
2,34,0.3,AM,w_bus_metro
2,35,0.3,AM,w_bus_metro
2,36,1.05,AM,w_bus_metro
2,37,0.45,AM,w_bus_metro
2,38,3.0,AM,w_bus_metro
2,39,2.1,AM,w_bus_metro
2,40,1.05,AM,w_bus_metro
2,42,1.35,AM,w_bus_metro
2,44,1.65,AM,w_bus_metro
2,45,0.3,AM,w_bus_metro
2,48,1.2,AM,w_bus_metro
2,49,0.3,AM,w_bus_metro
2,56,0.15,AM,w_bus_metro
2,57,1.5,AM,w_bus_metro
2,58,2.4,AM,w_bus_metro
2,60,0.75,AM,w_bus_metro
2,61,0.15,AM,w_bus_metro
2,64,0.15,AM,w_bus_metro
2,66,0.15,AM,w_bus_metro
2,67,3.75,AM,w_bus_metro
2,68,1.65,AM,w_bus_metro
2,79,0.3,AM,w_bus_metro
2,80,0.6,AM,w_bus_metro
2,84,0.45,AM,w_bus_metro
2,87,1.05,AM,w_bus_metro
2,91,0.15,AM,w_bus_metro
2,96,2.1,AM,w_bus_metro
2,97,0.75,AM,w_bus_metro
2,104,0.15,AM,w_bus_metro
2,105,0.15,AM,w_bus_metro
2,111,0.15,AM,w_bus_metro
2,116,0.15,AM,w_bus_metro
2,117,0.15,AM,w_bus_metro
2,120,1.35,AM,w_bus_metro
2,121,0.15,AM,w_bus_metro
2,122,0.15,AM,w_bus_metro
2,123,1.65,AM,w_bus_metro
2,129,0.15,AM,w_bus_metro
2,131,0.15,AM,w_bus_metro
3,2,0.3,AM,w_bus_metro
3,4,1.05,AM,w_bus_metro
3,7,0.15,AM,w_bus_metro
3,8,0.15,AM,w_bus_metro
3,10,0.45,AM,w_bus_metro
3,14,0.6,AM,w_bus_metro
3,20,0.15,AM,w_bus_metro
3,21,0.75,AM,w_bus_metro
3,22,0.3,AM,w_bus_metro
3,23,0.15,AM,w_bus_metro
3,24,0.15,AM,w_bus_metro
3,25,10.05,AM,w_bus_metro
3,26,6.9,AM,w_bus_metro
3,28,1.5,AM,w_bus_metro
3,29,0.45,AM,w_bus_metro
3,30,1.95,AM,w_bus_metro
