link_id,from_node_id,to_node_id,link_type,directed,length,lanes,capacity,free_speed,vdf_fftt,vdf_alpha,vdf_beta,allowed_uses
1,1,2,arterial,1,1.794821,1,99999,25.0673324022,4.296,0.83,5.5,auto
2,2,1,arterial,1,1.794821,1,99999,25.0673324022,4.296,0.83,5.5,auto
3,2,43,arterial,1,1.209335,1,1201,34.9807596445,2.074286,0.83,5.5,auto
4,3,4,arterial,1,0.723172,1,99999,25.1101388889,1.728,0.83,5.5,auto
5,3,6572,arterial,1,1.589523,1,99999,24.9925,3.816,0.83,5.5,auto
6,4,3,arterial,1,0.723172,1,99999,25.1101388889,1.728,0.83,5.5,auto
7,4,4520,arterial,1,2.904919,1,5000,35.059364219,4.971429,0.83,5.5,auto
8,4,6572,arterial,1,2.350697,1,1201,35.0103845756,4.028571,0.83,5.5,auto
9,5,6,arterial,1,0.772194,1,4250,45.1282061272,1.026667,0.83,5.5,auto
10,5,1974,arterial,1,0.223346,1,4250,45.6844610051,0.293333,0.83,5.5,auto
11,5,1976,arterial,1,0.035727,1,1201,35.727,0.06,0.83,5.5,auto
12,6,5,arterial,1,0.772194,1,4250,45.1282061272,1.026667,0.83,5.5,auto
13,6,4533,arterial,1,0.254581,1,4250,40.73296,0.375,0.83,5.5,auto
14,6,4555,arterial,1,1.038391,1,99999,24.9613221154,2.496,0.83,5.5,auto
15,7,8,arterial,1,0.193364,1,1201,40.7082105263,0.285,0.83,5.5,auto
16,7,3657,arterial,1,0.557528,1,1201,39.8234285714,0.84,0.83,5.5,auto
17,7,3658,arterial,1,0.185119,1,99999,29.2293157895,0.38,0.83,5.5,auto
18,8,7,arterial,1,0.193364,1,1201,40.7082105263,0.285,0.83,5.5,auto
19,8,9,arterial,1,0.357846,1,1201,39.7606666667,0.54,0.83,5.5,auto
20,8,52,arterial,1,0.309764,1,1201,34.9733266344,0.531429,0.83,5.5,auto
21,9,8,arterial,1,0.357846,1,1201,39.7606666667,0.54,0.83,5.5,auto
22,9,54,arterial,1,0.283793,1,99999,30.4063928571,0.56,0.83,5.5,auto
23,9,3674,arterial,1,0.548412,1,1201,39.8845090909,0.825,0.83,5.5,auto
24,10,11,arterial,1,0.414162,1,14025,70.7104991335,0.351429,0.83,5.5,auto
25,11,13,arterial,1,0.111396,1,3188,35.4442623733,0.188571,0.83,5.5,auto
26,11,4950,arterial,1,0.307303,1,14025,69.3910746141,0.265714,0.83,5.5,auto
27,12,13,arterial,1,0.540866,1,4250,45.0721666667,0.72,0.83,5.5,auto
28,12,14,arterial,1,0.403209,1,99999,30.240675,0.8,0.83,5.5,auto
29,12,3844,arterial,1,0.02674,1,1201,35.6533333333,0.045,0.83,5.5,auto
30,13,4952,arterial,1,0.218119,1,4250,44.6153006992,0.293333,0.83,5.5,auto
31,14,12,arterial,1,0.403209,1,99999,30.240675,0.8,0.83,5.5,auto
32,14,15,arterial,1,0.496062,1,99999,29.76372,1,0.83,5.5,auto
33,14,3840,arterial,1,0.595052,1,99999,29.7526,1.2,0.83,5.5,auto
34,15,14,arterial,1,0.496062,1,99999,29.76372,1,0.83,5.5,auto
35,15,5003,arterial,1,0.153571,1,4250,46.0713,0.2,0.83,5.5,auto
36,15,5004,arterial,1,0.358378,1,2161,44.79725,0.48,0.83,5.5,auto
37,16,17,arterial,1,0.084415,1,4250,47.4832891147,0.106667,0.83,5.5,auto
38,16,65,arterial,1,0.112025,1,4250,45.8283049357,0.146667,0.83,5.5,auto
39,16,3196,arterial,1,0.203083,1,4250,45.693617883,0.266667,0.83,5.5,auto
40,17,16,arterial,1,0.084415,1,4250,47.4832891147,0.106667,0.83,5.5,auto
41,17,61,arterial,1,0.517824,1,4250,44.8117138518,0.693333,0.83,5.5,auto
