node_id,node_type,zone_id,x_coord,y_coord
10001,centroid,1,-0.4,0.4
10002,centroid,2,1,0.4
10003,centroid,3,2,0.4
10004,centroid,4,3,0.4
10005,centroid,5,4,0.4
10006,centroid,6,5,0.4
10007,centroid,7,6,0.4
10008,centroid,8,7,0.4
10009,centroid,9,8,0.4
10010,centroid,10,9,0.4
10011,centroid,11,10,0.4
10012,centroid,12,11,0.4
10013,centroid,13,12,0.4
10014,centroid,14,13,0.4
10015,centroid,15,14,0.4
10016,centroid,16,15.4,0.4
10017,centroid,17,-0.4,-1
10018,centroid,18,15.4,-1
10019,centroid,19,-0.4,-2
10020,centroid,20,15.4,-2
10021,centroid,21,-0.4,-3
10022,centroid,22,15.4,-3
10023,centroid,23,-0.4,-4
10024,centroid,24,15.4,-4
10025,centroid,25,-0.4,-5
10026,centroid,26,15.4,-5
10027,centroid,27,-0.4,-6
10028,centroid,28,15.4,-6
10029,centroid,29,-0.4,-7
10030,centroid,30,15.4,-7
10031,centroid,31,-0.4,-8
10032,centroid,32,15.4,-8
10033,centroid,33,-0.4,-9
10034,centroid,34,15.4,-9
10035,centroid,35,-0.4,-10
10036,centroid,36,15.4,-10
10037,centroid,37,-0.4,-11
10038,centroid,38,15.4,-11
10039,centroid,39,-0.4,-12
10040,centroid,40,15.4,-12
10041,centroid,41,-0.4,-13
10042,centroid,42,15.4,-13
10043,centroid,43,-0.4,-14
10044,centroid,44,15.4,-14
10045,centroid,45,-0.4,-15.4
10046,centroid,46,1,-15.4
10047,centroid,47,2,-15.4
10048,centroid,48,3,-15.4
10049,centroid,49,4,-15.4
10050,centroid,50,5,-15.4
10051,centroid,51,6,-15.4
10052,centroid,52,7,-15.4
10053,centroid,53,8,-15.4
10054,centroid,54,9,-15.4
10055,centroid,55,10,-15.4
10056,centroid,56,11,-15.4
10057,centroid,57,12,-15.4
10058,centroid,58,13,-15.4
10059,centroid,59,14,-15.4
10060,centroid,60,15.4,-15.4
1,intersection,,0,0
2,intersection,,1,0
3,intersection,,2,0
4,intersection,,3,0
5,intersection,,4,0
6,intersection,,5,0
7,intersection,,6,0
8,intersection,,7,0
9,intersection,,8,0
10,intersection,,9,0
11,intersection,,10,0
12,intersection,,11,0
13,intersection,,12,0
14,intersection,,13,0
15,intersection,,14,0
16,intersection,,15,0
17,intersection,,0,-1
18,intersection,,1,-1
19,intersection,,2,-1
20,intersection,,3,-1
21,intersection,,4,-1
22,intersection,,5,-1
23,intersection,,6,-1
24,intersection,,7,-1
25,intersection,,8,-1
26,intersection,,9,-1
27,intersection,,10,-1
28,intersection,,11,-1
29,intersection,,12,-1
30,intersection,,13,-1
31,intersection,,14,-1
32,intersection,,15,-1
33,intersection,,0,-2
34,intersection,,1,-2
35,intersection,,2,-2
36,intersection,,3,-2
37,intersection,,4,-2
38,intersection,,5,-2
39,intersection,,6,-2
40,intersection,,7,-2
41,intersection,,8,-2
42,intersection,,9,-2
43,intersection,,10,-2
44,intersection,,11,-2
45,intersection,,12,-2
46,intersection,,13,-2
47,intersection,,14,-2
48,intersection,,15,-2
49,intersection,,0,-3
50,intersection,,1,-3
51,intersection,,2,-3
52,intersection,,3,-3
53,intersection,,4,-3
54,intersection,,5,-3
55,intersection,,6,-3
56,intersection,,7,-3
57,intersection,,8,-3
58,intersection,,9,-3
59,intersection,,10,-3
60,intersection,,11,-3
61,intersection,,12,-3
62,intersection,,13,-3
63,intersection,,14,-3
64,intersection,,15,-3
65,intersection,,0,-4
66,intersection,,1,-4
67,intersection,,2,-4
68,intersection,,3,-4
69,intersection,,4,-4
70,intersection,,5,-4
71,intersection,,6,-4
72,intersection,,7,-4
73,intersection,,8,-4
74,intersection,,9,-4
75,intersection,,10,-4
76,intersection,,11,-4
77,intersection,,12,-4
78,intersection,,13,-4
79,intersection,,14,-4
80,intersection,,15,-4
81,intersection,,0,-5
82,intersection,,1,-5
83,intersection,,2,-5
84,intersection,,3,-5
85,intersection,,4,-5
86,intersection,,5,-5
87,intersection,,6,-5
88,intersection,,7,-5
89,intersection,,8,-5
90,intersection,,9,-5
91,intersection,,10,-5
92,intersection,,11,-5
93,intersection,,12,-5
94,intersection,,13,-5
95,intersection,,14,-5
96,intersection,,15,-5
97,intersection,,0,-6
98,intersection,,1,-6
99,intersection,,2,-6
100,intersection,,3,-6
101,intersection,,4,-6
102,intersection,,5,-6
103,intersection,,6,-6
104,intersection,,7,-6
105,intersection,,8,-6
106,intersection,,9,-6
107,intersection,,10,-6
108,intersection,,11,-6
109,intersection,,12,-6
110,intersection,,13,-6
111,intersection,,14,-6
112,intersection,,15,-6
113,intersection,,0,-7
114,intersection,,1,-7
115,intersection,,2,-7
116,intersection,,3,-7
117,intersection,,4,-7
118,intersection,,5,-7
119,intersection,,6,-7
120,intersection,,7,-7
121,intersection,,8,-7
122,intersection,,9,-7
123,intersection,,10,-7
124,intersection,,11,-7
125,intersection,,12,-7
126,intersection,,13,-7
127,intersection,,14,-7
128,intersection,,15,-7
129,intersection,,0,-8
130,intersection,,1,-8
131,intersection,,2,-8
132,intersection,,3,-8
133,intersection,,4,-8
134,intersection,,5,-8
135,intersection,,6,-8
136,intersection,,7,-8
137,intersection,,8,-8
138,intersection,,9,-8
139,intersection,,10,-8
140,intersection,,11,-8
141,intersection,,12,-8
142,intersection,,13,-8
143,intersection,,14,-8
144,intersection,,15,-8
145,intersection,,0,-9
146,intersection,,1,-9
147,intersection,,2,-9
148,intersection,,3,-9
149,intersection,,4,-9
150,intersection,,5,-9
151,intersection,,6,-9
152,intersection,,7,-9
153,intersection,,8,-9
154,intersection,,9,-9
155,intersection,,10,-9
156,intersection,,11,-9
157,intersection,,12,-9
158,intersection,,13,-9
159,intersection,,14,-9
160,intersection,,15,-9
161,intersection,,0,-10
162,intersection,,1,-10
163,intersection,,2,-10
164,intersection,,3,-10
165,intersection,,4,-10
166,intersection,,5,-10
167,intersection,,6,-10
168,intersection,,7,-10
169,intersection,,8,-10
170,intersection,,9,-10
171,intersection,,10,-10
172,intersection,,11,-10
173,intersection,,12,-10
174,intersection,,13,-10
175,intersection,,14,-10
176,intersection,,15,-10
177,intersection,,0,-11
178,intersection,,1,-11
179,intersection,,2,-11
180,intersection,,3,-11
181,intersection,,4,-11
182,intersection,,5,-11
183,intersection,,6,-11
184,intersection,,7,-11
185,intersection,,8,-11
186,intersection,,9,-11
187,intersection,,10,-11
188,intersection,,11,-11
189,intersection,,12,-11
190,intersection,,13,-11
191,intersection,,14,-11
192,intersection,,15,-11
193,intersection,,0,-12
194,intersection,,1,-12
195,intersection,,2,-12
196,intersection,,3,-12
197,intersection,,4,-12
198,intersection,,5,-12
199,intersection,,6,-12
200,intersection,,7,-12
201,intersection,,8,-12
202,intersection,,9,-12
203,intersection,,10,-12
204,intersection,,11,-12
205,intersection,,12,-12
206,intersection,,13,-12
207,intersection,,14,-12
208,intersection,,15,-12
209,intersection,,0,-13
210,intersection,,1,-13
211,intersection,,2,-13
212,intersection,,3,-13
213,intersection,,4,-13
214,intersection,,5,-13
215,intersection,,6,-13
216,intersection,,7,-13
217,intersection,,8,-13
218,intersection,,9,-13
219,intersection,,10,-13
220,intersection,,11,-13
221,intersection,,12,-13
222,intersection,,13,-13
223,intersection,,14,-13
224,intersection,,15,-13
225,intersection,,0,-14
226,intersection,,1,-14
227,intersection,,2,-14
228,intersection,,3,-14
229,intersection,,4,-14
230,intersection,,5,-14
231,intersection,,6,-14
232,intersection,,7,-14
233,intersection,,8,-14
234,intersection,,9,-14
235,intersection,,10,-14
236,intersection,,11,-14
237,intersection,,12,-14
238,intersection,,13,-14
239,intersection,,14,-14
240,intersection,,15,-14
241,intersection,,0,-15
242,intersection,,1,-15
243,intersection,,2,-15
244,intersection,,3,-15
245,intersection,,4,-15
246,intersection,,5,-15
247,intersection,,6,-15
248,intersection,,7,-15
249,intersection,,8,-15
250,intersection,,9,-15
251,intersection,,10,-15
252,intersection,,11,-15
253,intersection,,12,-15
254,intersection,,13,-15
255,intersection,,14,-15
256,intersection,,15,-15
