link_id,from_node_id,to_node_id,link_type,directed,length,lanes,capacity,free_speed,vdf_fftt,vdf_alpha,vdf_beta,allowed_uses
1,1,2,arterial,1,1.0,1,1000.0,30,2.0,0.15,4.0,auto
2,1,17,arterial,1,1.0,1,1000.0,30,2.0,0.15,4.0,auto
3,2,3,arterial,1,1.0,1,1000.0,30,2.0,0.15,4.0,auto
4,2,18,arterial,1,1.0,1,1000.0,30,2.0,0.15,4.0,auto
5,3,4,arterial,1,1.0,1,1000.0,30,2.0,0.15,4.0,auto
6,3,19,arterial,1,1.0,1,1000.0,30,2.0,0.15,4.0,auto
7,4,5,arterial,1,1.0,1,1000.0,30,2.0,0.15,4.0,auto
8,4,20,arterial,1,1.0,1,1000.0,30,2.0,0.15,4.0,auto
9,5,6,arterial,1,1.0,1,1000.0,30,2.0,0.15,4.0,auto
10,5,21,arterial,1,1.0,1,1000.0,30,2.0,0.15,4.0,auto
11,6,7,arterial,1,1.0,1,1000.0,30,2.0,0.15,4.0,auto
12,6,22,arterial,1,1.0,1,1000.0,30,2.0,0.15,4.0,auto
13,7,8,arterial,1,1.0,1,1000.0,30,2.0,0.15,4.0,auto
14,7,23,arterial,1,1.0,1,1000.0,30,2.0,0.15,4.0,auto
15,8,9,arterial,1,1.0,1,1000.0,30,2.0,0.15,4.0,auto
16,8,24,arterial,1,1.0,1,1000.0,30,2.0,0.15,4.0,auto
17,9,10,arterial,1,1.0,1,1000.0,30,2.0,0.15,4.0,auto
18,9,25,arterial,1,1.0,1,1000.0,30,2.0,0.15,4.0,auto
19,10,11,arterial,1,1.0,1,1000.0,30,2.0,0.15,4.0,auto
20,10,26,arterial,1,1.0,1,1000.0,30,2.0,0.15,4.0,auto
21,11,12,arterial,1,1.0,1,1000.0,30,2.0,0.15,4.0,auto
22,11,27,arterial,1,1.0,1,1000.0,30,2.0,0.15,4.0,auto
23,12,13,arterial,1,1.0,1,1000.0,30,2.0,0.15,4.0,auto
24,12,28,arterial,1,1.0,1,1000.0,30,2.0,0.15,4.0,auto
25,13,14,arterial,1,1.0,1,1000.0,30,2.0,0.15,4.0,auto
26,13,29,arterial,1,1.0,1,1000.0,30,2.0,0.15,4.0,auto
27,14,15,arterial,1,1.0,1,1000.0,30,2.0,0.15,4.0,auto
28,14,30,arterial,1,1.0,1,1000.0,30,2.0,0.15,4.0,auto
29,15,16,arterial,1,1.0,1,1000.0,30,2.0,0.15,4.0,auto
30,15,31,arterial,1,1.0,1,1000.0,30,2.0,0.15,4.0,auto
31,16,32,arterial,1,1.0,1,1000.0,30,2.0,0.15,4.0,auto
32,17,18,arterial,1,1.0,1,1000.0,30,2.0,0.15,4.0,auto
33,17,33,arterial,1,1.0,1,1000.0,30,2.0,0.15,4.0,auto
34,18,19,arterial,1,1.0,1,1000.0,30,2.0,0.15,4.0,auto
35,18,34,arterial,1,1.0,1,1000.0,30,2.0,0.15,4.0,auto
36,19,20,arterial,1,1.0,1,1000.0,30,2.0,0.15,4.0,auto
