link_id,from_node_id,to_node_id,link_type,directed,length,lanes,capacity,free_speed,vdf_fftt,vdf_alpha,vdf_beta,allowed_uses
1,1,10293,centroid_connector,1,0.45,1,100000.0,25.0,1.08,0.15,4,auto
2,2,10294,centroid_connector,1,0.5,1,100000.0,25.0,1.2,0.15,4,auto
3,3,10295,centroid_connector,1,0.39,1,100000.0,25.0,0.936,0.15,4,auto
4,4,10296,centroid_connector,1,0.58,1,100000.0,25.0,1.392,0.15,4,auto
5,5,10297,centroid_connector,1,0.5,1,100000.0,25.0,1.2,0.15,4,auto
6,6,10298,centroid_connector,1,0.58,1,100000.0,25.0,1.392,0.15,4,auto
7,7,10299,centroid_connector,1,0.45,1,100000.0,25.0,1.08,0.15,4,auto
8,8,10300,centroid_connector,1,0.5,1,100000.0,25.0,1.2,0.15,4,auto
9,9,10301,centroid_connector,1,0.44,1,100000.0,25.0,1.056,0.15,4,auto
10,10,10302,centroid_connector,1,0.5,1,100000.0,25.0,1.2,0.15,4,auto
11,11,10303,centroid_connector,1,0.45,1,100000.0,25.0,1.08,0.15,4,auto
12,12,10304,centroid_connector,1,0.5,1,100000.0,25.0,1.2,0.15,4,auto
13,13,10305,centroid_connector,1,0.44,1,100000.0,25.0,1.056,0.15,4,auto
14,14,10306,centroid_connector,1,0.5,1,100000.0,25.0,1.2,0.15,4,auto
15,15,10307,centroid_connector,1,0.44,1,100000.0,25.0,1.056,0.15,4,auto
16,16,10308,centroid_connector,1,0.51,1,100000.0,25.0,1.224,0.15,4,auto
17,17,10309,centroid_connector,1,0.44,1,100000.0,25.0,1.056,0.15,4,auto
18,18,10310,centroid_connector,1,0.51,1,100000.0,25.0,1.224,0.15,4,auto
19,19,10311,centroid_connector,1,0.43,1,100000.0,25.0,1.032,0.15,4,auto
20,20,10312,centroid_connector,1,0.5,1,100000.0,25.0,1.2,0.15,4,auto
21,21,10313,centroid_connector,1,0.43,1,100000.0,25.0,1.032,0.15,4,auto
22,22,10314,centroid_connector,1,0.5,1,100000.0,25.0,1.2,0.15,4,auto
23,23,10315,centroid_connector,1,0.43,1,100000.0,25.0,1.032,0.15,4,auto
24,24,10316,centroid_connector,1,0.5,1,100000.0,25.0,1.2,0.15,4,auto
25,25,10317,centroid_connector,1,0.43,1,100000.0,25.0,1.032,0.15,4,auto
26,26,10318,centroid_connector,1,0.5,1,100000.0,25.0,1.2,0.15,4,auto
27,27,10319,centroid_connector,1,0.43,1,100000.0,25.0,1.032,0.15,4,auto
28,28,10320,centroid_connector,1,0.93,1,100000.0,25.0,2.232,0.15,4,auto
29,29,10321,centroid_connector,1,0.93,1,100000.0,25.0,2.232,0.15,4,auto
30,30,10322,centroid_connector,1,0.92,1,100000.0,25.0,2.208,0.15,4,auto
31,31,10323,centroid_connector,1,0.39,1,100000.0,25.0,0.936,0.15,4,auto
32,32,10324,centroid_connector,1,0.49,1,100000.0,25.0,1.176,0.15,4,auto
33,33,10325,centroid_connector,1,0.54,1,100000.0,25.0,1.296,0.15,4,auto
34,34,10326,centroid_connector,1,0.5,1,100000.0,25.0,1.2,0.15,4,auto
35,35,10327,centroid_connector,1,0.3,1,100000.0,25.0,0.72,0.15,4,auto
36,36,10328,centroid_connector,1,0.5,1,100000.0,25.0,1.2,0.15,4,auto
37,37,10329,centroid_connector,1,0.42,1,100000.0,25.0,1.008,0.15,4,auto
38,38,10330,centroid_connector,1,0.5,1,100000.0,25.0,1.2,0.15,4,auto
39,39,10331,centroid_connector,1,0.48,1,100000.0,25.0,1.152,0.15,4,auto
40,40,10332,centroid_connector,1,0.5,1,100000.0,25.0,1.2,0.15,4,auto
