o_zone_id,d_zone_id,volume,period,agent_type
1,3,11,AM,auto
1,4,3,AM,auto
1,6,1,AM,auto
1,7,4,AM,auto
1,8,3,AM,auto
1,9,5,AM,auto
1,10,9,AM,auto
1,15,2,AM,auto
1,17,1,AM,auto
1,21,1,AM,auto
1,22,6,AM,auto
1,23,4,AM,auto
1,24,2,AM,auto
1,25,12,AM,auto
1,26,5,AM,auto
1,30,4,AM,auto
1,31,2,AM,auto
1,32,27,AM,auto
1,33,3,AM,auto
1,34,3,AM,auto
1,35,15,AM,auto
1,36,6,AM,auto
1,37,4,AM,auto
1,38,10,AM,auto
1,39,11,AM,auto
1,40,23,AM,auto
1,42,10,AM,auto
1,43,11,AM,auto
1,44,10,AM,auto
1,46,2,AM,auto
1,47,3,AM,auto
1,48,5,AM,auto
1,49,9,AM,auto
1,51,2,AM,auto
1,52,4,AM,auto
1,53,3,AM,auto
1,54,3,AM,auto
1,56,4,AM,auto
1,57,10,AM,auto
1,58,10,AM,auto
1,60,10,AM,auto
1,61,7,AM,auto
1,64,6,AM,auto
1,65,10,AM,auto
1,66,3,AM,auto
1,67,34,AM,auto
1,68,5,AM,auto
1,71,1,AM,auto
1,72,6,AM,auto
1,73,1,AM,auto
1,74,4,AM,auto
1,75,12,AM,auto
1,76,4,AM,auto
1,77,7,AM,auto
1,78,15,AM,auto
1,79,30,AM,auto
1,80,1,AM,auto
1,81,2,AM,auto
1,82,6,AM,auto
1,83,3,AM,auto
1,84,3,AM,auto
1,85,1,AM,auto
1,86,2,AM,auto
1,87,52,AM,auto
1,88,6,AM,auto
1,89,1,AM,auto
1,90,6,AM,auto
1,91,3,AM,auto
1,92,1,AM,auto
1,95,1,AM,auto
1,96,62,AM,auto
1,97,11,AM,auto
1,98,2,AM,auto
1,99,6,AM,auto
1,102,2,AM,auto
1,103,2,AM,auto
1,104,6,AM,auto
1,105,3,AM,auto
1,107,3,AM,auto
1,108,2,AM,auto
1,111,6,AM,auto
1,112,8,AM,auto
1,115,7,AM,auto
1,116,1,AM,auto
1,120,3,AM,auto
1,121,10,AM,auto
1,122,1,AM,auto
1,123,30,AM,auto
1,124,1,AM,auto
1,125,6,AM,auto
1,126,1,AM,auto
1,129,5,AM,auto
1,130,2,AM,auto
1,131,2,AM,auto
1,136,1,AM,auto
1,139,9,AM,auto
1,140,1,AM,auto
2,3,2,AM,auto
2,4,1,AM,auto
2,9,1,AM,auto
2,10,1,AM,auto
2,12,1,AM,auto
2,20,18,AM,auto
2,21,16,AM,auto
2,22,9,AM,auto
2,23,7,AM,auto
2,24,3,AM,auto
2,25,22,AM,auto
2,26,10,AM,auto
2,28,3,AM,auto
2,30,9,AM,auto
2,31,11,AM,auto
2,32,23,AM,auto
2,33,6,AM,auto
2,34,2,AM,auto
2,35,2,AM,auto
2,36,7,AM,auto
2,37,3,AM,auto
2,38,20,AM,auto
2,39,14,AM,auto
2,40,7,AM,auto
2,42,9,AM,auto
2,44,11,AM,auto
2,45,2,AM,auto
2,48,8,AM,auto
2,49,2,AM,auto
2,56,1,AM,auto
2,57,10,AM,auto
2,58,16,AM,auto
2,60,5,AM,auto
2,61,1,AM,auto
2,64,1,AM,auto
2,66,1,AM,auto
2,67,25,AM,auto
2,68,11,AM,auto
2,79,2,AM,auto
2,80,4,AM,auto
2,84,3,AM,auto
2,87,7,AM,auto
2,91,1,AM,auto
2,96,14,AM,auto
2,97,5,AM,auto
2,104,1,AM,auto
2,105,1,AM,auto
2,111,1,AM,auto
2,116,1,AM,auto
2,117,1,AM,auto
2,120,9,AM,auto
2,121,1,AM,auto
2,122,1,AM,auto
2,123,11,AM,auto
2,129,1,AM,auto
2,131,1,AM,auto
3,2,2,AM,auto
3,4,7,AM,auto
3,7,1,AM,auto
3,8,1,AM,auto
3,10,3,AM,auto
3,14,4,AM,auto
3,20,1,AM,auto
3,21,5,AM,auto
3,22,2,AM,auto
3,23,1,AM,auto
3,24,1,AM,auto
3,25,67,AM,auto
3,26,46,AM,auto
3,28,10,AM,auto
3,29,3,AM,auto
3,30,13,AM,auto
3,31,4,AM,auto
3,32,94,AM,auto
3,33,10,AM,auto
3,34,8,AM,auto
3,35,2,AM,auto
3,36,17,AM,auto
3,38,42,AM,auto
3,39,22,AM,auto
3,40,22,AM,auto
3,41,1,AM,auto
3,42,21,AM,auto
3,43,14,AM,auto
3,44,2,AM,auto
3,47,2,AM,auto
3,48,4,AM,auto
3,49,2,AM,auto
3,57,9,AM,auto
3,58,26,AM,auto
3,59,1,AM,auto
3,60,27,AM,auto
3,61,7,AM,auto
3,63,1,AM,auto
3,65,3,AM,auto
3,66,2,AM,auto
3,67,88,AM,auto
3,68,7,AM,auto
3,73,1,AM,auto
3,76,1,AM,auto
3,79,1,AM,auto
3,80,2,AM,auto
3,81,2,AM,auto
3,86,14,AM,auto
3,87,10,AM,auto
3,90,6,AM,auto
3,93,3,AM,auto
3,95,3,AM,auto
3,96,49,AM,auto
3,97,13,AM,auto
3,99,6,AM,auto
3,100,1,AM,auto
3,102,1,AM,auto
3,104,1,AM,auto
3,105,2,AM,auto
3,108,2,AM,auto
3,116,9,AM,auto
3,120,21,AM,auto
3,121,5,AM,auto
3,123,2,AM,auto
3,129,1,AM,auto
3,138,2,AM,auto
3,139,1,AM,auto
4,2,1,AM,auto
4,3,20,AM,auto
4,5,1,AM,auto
4,7,4,AM,auto
4,8,3,AM,auto
4,10,6,AM,auto
4,12,4,AM,auto
4,14,2,AM,auto
4,15,3,AM,auto
4,17,4,AM,auto
4,20,2,AM,auto
4,21,2,AM,auto
4,22,18,AM,auto
4,23,5,AM,auto
4,24,2,AM,auto
4,25,57,AM,auto
4,26,24,AM,auto
4,27,4,AM,auto
4,28,1,AM,auto
4,30,20,AM,auto
4,31,9,AM,auto
4,32,53,AM,auto
4,33,26,AM,auto
4,34,8,AM,auto
4,35,10,AM,auto
4,36,33,AM,auto
4,38,43,AM,auto
4,39,40,AM,auto
4,40,24,AM,auto
4,42,20,AM,auto
4,43,13,AM,auto
4,44,4,AM,auto
4,45,1,AM,auto
4,46,1,AM,auto
4,47,6,AM,auto
4,48,14,AM,auto
4,50,1,AM,auto
4,57,27,AM,auto
4,58,24,AM,auto
4,59,2,AM,auto
4,60,38,AM,auto
4,61,11,AM,auto
4,63,5,AM,auto
4,64,9,AM,auto
4,65,11,AM,auto
4,66,7,AM,auto
4,67,124,AM,auto
4,68,22,AM,auto
4,70,1,AM,auto
4,72,1,AM,auto
4,74,1,AM,auto
4,75,1,AM,auto
4,76,1,AM,auto
4,77,1,AM,auto
4,78,1,AM,auto
4,79,9,AM,auto
4,80,1,AM,auto
4,81,1,AM,auto
4,82,2,AM,auto
4,85,2,AM,auto
4,86,7,AM,auto
4,87,59,AM,auto
4,88,1,AM,auto
4,90,5,AM,auto
4,93,1,AM,auto
4,95,5,AM,auto
4,96,52,AM,auto
4,97,27,AM,auto
4,99,7,AM,auto
4,100,2,AM,auto
4,104,2,AM,auto
4,105,4,AM,auto
4,108,8,AM,auto
4,109,2,AM,auto
4,112,1,AM,auto
4,114,1,AM,auto
4,115,3,AM,auto
4,116,6,AM,auto
4,120,30,AM,auto
4,121,4,AM,auto
4,123,1,AM,auto
4,125,1,AM,auto
4,128,1,AM,auto
4,131,3,AM,auto
4,136,1,AM,auto
4,138,1,AM,auto
4,139,1,AM,auto
5,3,1,AM,auto
5,4,5,AM,auto
5,7,1,AM,auto
5,8,1,AM,auto
5,12,1,AM,auto
5,13,2,AM,auto
5,15,1,AM,auto
5,20,6,AM,auto
5,23,1,AM,auto
5,25,20,AM,auto
5,26,10,AM,auto
5,28,7,AM,auto
5,30,4,AM,auto
5,31,2,AM,auto
5,32,31,AM,auto
5,33,2,AM,auto
5,34,2,AM,auto
5,36,9,AM,auto
5,38,23,AM,auto
5,39,31,AM,auto
5,40,2,AM,auto
5,42,13,AM,auto
5,43,7,AM,auto
5,46,2,AM,auto
5,47,4,AM,auto
5,48,9,AM,auto
5,49,2,AM,auto
5,57,13,AM,auto
5,58,16,AM,auto
5,59,2,AM,auto
5,60,7,AM,auto
5,61,9,AM,auto
5,62,1,AM,auto
5,63,1,AM,auto
5,64,3,AM,auto
5,65,3,AM,auto
5,66,2,AM,auto
5,67,39,AM,auto
5,68,8,AM,auto
5,75,1,AM,auto
5,78,1,AM,auto
5,80,2,AM,auto
5,86,1,AM,auto
5,87,16,AM,auto
5,90,5,AM,auto
5,93,2,AM,auto
5,96,14,AM,auto
5,97,5,AM,auto
5,99,3,AM,auto
5,102,1,AM,auto
5,114,1,AM,auto
5,115,2,AM,auto
5,116,2,AM,auto
5,120,11,AM,auto
5,121,1,AM,auto
5,123,2,AM,auto
5,128,1,AM,auto
5,130,1,AM,auto
5,139,3,AM,auto
6,4,9,AM,auto
6,7,4,AM,auto
6,13,3,AM,auto
6,15,3,AM,auto
6,21,2,AM,auto
6,22,1,AM,auto
6,23,2,AM,auto
6,24,1,AM,auto
6,25,31,AM,auto
6,26,18,AM,auto
6,27,3,AM,auto
6,28,1,AM,auto
6,30,5,AM,auto
6,31,4,AM,auto
6,32,27,AM,auto
6,33,5,AM,auto
6,34,3,AM,auto
6,35,2,AM,auto
6,36,10,AM,auto
6,38,38,AM,auto
6,39,23,AM,auto
6,40,3,AM,auto
6,42,4,AM,auto
6,43,3,AM,auto
6,46,1,AM,auto
6,48,8,AM,auto
6,49,3,AM,auto
6,57,11,AM,auto
6,58,12,AM,auto
6,59,3,AM,auto
6,60,13,AM,auto
6,61,12,AM,auto
6,62,4,AM,auto
6,63,8,AM,auto
6,64,14,AM,auto
6,65,3,AM,auto
6,66,3,AM,auto
6,67,60,AM,auto
6,68,12,AM,auto
6,70,1,AM,auto
6,72,1,AM,auto
6,74,1,AM,auto
6,75,2,AM,auto
6,76,2,AM,auto
6,79,4,AM,auto
6,81,1,AM,auto
6,83,1,AM,auto
6,86,1,AM,auto
6,87,30,AM,auto
6,90,2,AM,auto
6,91,1,AM,auto
6,95,2,AM,auto
6,96,33,AM,auto
6,97,14,AM,auto
6,98,3,AM,auto
6,99,9,AM,auto
6,100,2,AM,auto
6,105,1,AM,auto
6,108,3,AM,auto
6,114,1,AM,auto
6,115,5,AM,auto
6,116,21,AM,auto
6,120,20,AM,auto
6,121,5,AM,auto
6,123,4,AM,auto
6,125,1,AM,auto
6,129,1,AM,auto
6,131,1,AM,auto
6,139,1,AM,auto
7,3,12,AM,auto
7,4,12,AM,auto
7,5,3,AM,auto
7,6,1,AM,auto
7,8,2,AM,auto
7,10,8,AM,auto
7,11,1,AM,auto
7,12,6,AM,auto
7,13,5,AM,auto
7,14,3,AM,auto
7,15,1,AM,auto
7,18,4,AM,auto
7,20,1,AM,auto
7,21,3,AM,auto
7,22,12,AM,auto
7,23,1,AM,auto
7,25,31,AM,auto
7,26,15,AM,auto
7,28,1,AM,auto
7,30,3,AM,auto
7,31,3,AM,auto
7,32,17,AM,auto
7,33,7,AM,auto
7,35,2,AM,auto
7,36,6,AM,auto
7,37,2,AM,auto
7,38,32,AM,auto
7,39,17,AM,auto
7,40,11,AM,auto
7,41,1,AM,auto
7,42,9,AM,auto
7,43,8,AM,auto
7,44,8,AM,auto
7,46,3,AM,auto
7,47,7,AM,auto
7,48,17,AM,auto
7,49,3,AM,auto
7,50,1,AM,auto
7,56,1,AM,auto
7,57,16,AM,auto
7,58,14,AM,auto
7,59,5,AM,auto
7,60,26,AM,auto
7,61,25,AM,auto
7,62,2,AM,auto
7,63,11,AM,auto
7,64,15,AM,auto
7,65,11,AM,auto
7,66,3,AM,auto
7,67,92,AM,auto
7,68,14,AM,auto
7,79,4,AM,auto
7,80,2,AM,auto
7,84,1,AM,auto
7,85,1,AM,auto
7,87,40,AM,auto
7,89,2,AM,auto
7,90,1,AM,auto
7,91,2,AM,auto
7,93,1,AM,auto
7,95,3,AM,auto
7,96,56,AM,auto
7,97,31,AM,auto
7,98,1,AM,auto
7,99,2,AM,auto
7,100,1,AM,auto
7,104,1,AM,auto
7,105,1,AM,auto
7,108,2,AM,auto
7,109,1,AM,auto
7,111,2,AM,auto
7,114,2,AM,auto
7,115,4,AM,auto
7,116,15,AM,auto
7,117,5,AM,auto
7,118,1,AM,auto
7,120,18,AM,auto
7,121,2,AM,auto
7,122,2,AM,auto
7,123,2,AM,auto
7,129,1,AM,auto
7,131,1,AM,auto
7,135,1,AM,auto
8,3,10,AM,auto
8,4,6,AM,auto
8,7,8,AM,auto
8,9,9,AM,auto
8,10,11,AM,auto
8,11,1,AM,auto
8,12,6,AM,auto
8,13,2,AM,auto
8,14,2,AM,auto
8,15,3,AM,auto
8,18,5,AM,auto
8,19,2,AM,auto
8,20,2,AM,auto
8,21,1,AM,auto
8,22,4,AM,auto
8,24,1,AM,auto
8,25,34,AM,auto
8,26,21,AM,auto
8,30,2,AM,auto
8,31,3,AM,auto
8,32,28,AM,auto
8,33,7,AM,auto
8,34,3,AM,auto
8,35,4,AM,auto
8,36,6,AM,auto
8,38,33,AM,auto
8,39,29,AM,auto
8,40,37,AM,auto
8,42,16,AM,auto
8,43,18,AM,auto
8,44,2,AM,auto
8,45,2,AM,auto
8,47,3,AM,auto
8,48,5,AM,auto
8,49,3,AM,auto
8,51,1,AM,auto
8,52,1,AM,auto
8,56,5,AM,auto
8,57,29,AM,auto
8,58,17,AM,auto
8,59,6,AM,auto
8,60,22,AM,auto
8,61,30,AM,auto
8,62,7,AM,auto
8,63,8,AM,auto
8,64,13,AM,auto
8,65,8,AM,auto
8,66,3,AM,auto
8,67,114,AM,auto
8,68,27,AM,auto
8,70,1,AM,auto
8,74,3,AM,auto
8,75,1,AM,auto
8,78,6,AM,auto
8,79,7,AM,auto
8,80,6,AM,auto
8,81,3,AM,auto
8,82,1,AM,auto
8,83,1,AM,auto
8,85,1,AM,auto
8,86,3,AM,auto
8,87,71,AM,auto
8,88,6,AM,auto
8,89,4,AM,auto
8,90,2,AM,auto
8,91,1,AM,auto
8,95,1,AM,auto
8,96,67,AM,auto
8,97,23,AM,auto
8,98,2,AM,auto
8,99,6,AM,auto
8,104,2,AM,auto
8,105,1,AM,auto
8,107,2,AM,auto
8,108,4,AM,auto
8,111,2,AM,auto
8,114,1,AM,auto
8,115,11,AM,auto
8,116,24,AM,auto
8,117,10,AM,auto
