from_node_id,to_node_id,volume,travel_time
1,10293,1380.42,1.17
2,10294,1271.61,1.17
3,10295,154.18,1.17
4,10296,1223.55,1.17
5,10297,353.92,1.17
6,10298,732.01,1.17
7,10299,570.54,1.17
8,10300,161.22,1.17
9,10301,689.51,1.17
10,10302,209.47,1.17
11,10303,195.67,1.17
12,10304,210.27,1.17
13,10305,106.56,1.17
14,10306,428.57,1.17
15,10307,111.86,1.17
16,10308,198.84,1.17
17,10309,0.03,1.17
18,10310,540.23,1.17
19,10311,446.66,1.17
20,10312,141.04,1.17
21,10313,563.11,1.17
22,10314,1593.46,1.17
23,10315,440.25,1.17
24,10316,534.23,1.17
25,10317,493.92,1.17
26,10318,692.28,1.17
27,10319,507.37,1.17
28,10320,976.86,1.17
29,10321,429.62,1.17
30,10322,243.97,1.17
31,10323,363.3,1.17
32,10324,1990.47,1.17
33,10325,1619.63,1.17
34,10326,2193.06,1.17
35,10327,923.53,1.17
36,10328,2128.05,1.17
37,10329,2438.97,1.17
38,10330,1566.86,1.17
39,10331,4524.87,1.17
40,10332,1914.75,1.17
41,10333,3974.05,1.17
42,10334,2321.34,1.17
43,10335,3322.34,1.17
44,10336,779.17,1.17
45,10337,2540.96,1.17
46,10338,3831.61,1.17
47,10339,4205.77,1.17
48,10340,2153.96,1.17
49,10341,3603.1,1.17
50,10342,4770.6,1.17
51,10343,1880.99,1.17
52,10344,2315.65,1.17
53,10345,3222.06,1.17
54,4051,513.52,1.17
55,2447,653.42,1.17
56,4053,537.25,1.17
57,4056,321.57,1.17
58,4065,935.98,1.17
59,2462,624.75,1.17
60,4100,572.97,1.17
61,10352,165.87,1.17
62,7517,173.68,1.17
63,9339,489.1,1.17
64,10353,339.92,1.17
65,10354,1219.66,1.17
66,9912,891.34,1.17
67,4726,105.36,1.17
68,9340,130.77,1.17
69,2547,634.04,1.17
70,2548,619.68,1.17
71,10357,1261.43,1.17
72,9918,450.96,1.17
73,10355,208.76,1.17
74,2645,862.11,1.17
75,2683,2041.33,1.17
76,2702,1117.61,1.17
77,4363,1081.31,1.17
78,2485,761.35,1.17
79,4738,269.23,1.17
80,2650,630.22,1.17
81,4414,2490.86,1.17
82,10361,2209.2,1.17
83,10362,755.14,1.17
84,4474,672.45,1.17
85,4324,88.25,1.17
86,2675,715.56,1.17
87,4505,683.32,1.17
88,2780,639.79,1.17
89,4530,609.21,1.17
90,4336,38.08,1.17
91,4344,146.76,1.17
92,4513,101.51,1.17
93,9345,387.11,1.17
94,10365,184.3,1.17
95,4544,122.73,1.17
96,4338,35.68,1.17
97,4642,31.19,1.17
98,10364,0.69,1.17
99,2500,64.74,1.17
100,2514,166.76,1.17
101,2426,674.21,1.17
102,6438,419.59,1.17
103,2556,650.21,1.17
104,10348,1758.1,1.17
105,6629,1052.78,1.17
106,6759,626.23,1.17
107,10347,191.8,1.17
108,2555,925.55,1.17
109,8842,1561.48,1.17
110,10349,3871.49,1.17
111,10351,707.56,1.17
112,6763,489.85,1.17
113,6918,425.68,1.17
114,12840,615.4,1.17
115,4328,484.89,1.17
116,6933,829.47,1.17
117,4329,846.97,1.17
118,7025,475.06,1.17
119,7029,305.94,1.17
120,7032,427.66,1.17
121,10368,518.85,1.17
122,9232,22.55,1.17
123,9237,319.11,1.17
124,4362,1.47,1.17
125,7470,839.01,1.17
126,2029,598.34,1.17
127,8053,270.81,1.17
128,7518,471.56,1.17
129,2552,420.98,1.17
130,10346,3048.4,1.17
131,10350,1987.27,1.17
132,10358,1539.25,1.17
133,10366,2226.29,1.17
134,10370,1170.12,1.17
135,10371,1027.9,1.17
136,10372,2543.73,1.17
137,10373,1535.58,1.17
138,10374,1836.22,1.17
139,10375,2100.66,1.17
140,10376,1941.94,1.17
141,10377,2413.7,1.17
142,10378,1149.56,1.17
143,10379,1338.21,1.17
144,10380,1403.9,1.17
145,10381,1609.68,1.17
146,10382,562.66,1.17
147,10383,2177.57,1.17
148,10384,1747.9,1.17
149,10385,1228.81,1.17
150,10386,1453.41,1.17
151,10387,3189.3,1.17
152,10388,1522.28,1.17
153,10389,1836.42,1.17
154,10390,1048.54,1.17
155,10391,1698.57,1.17
156,10392,1355.14,1.17
157,10393,357.61,1.17
158,10394,1931.02,1.17
159,10395,1835.87,1.17
160,10396,1272.61,1.17
161,10397,1633.97,1.17
162,10398,861.47,1.17
163,10399,1403.94,1.17
164,10400,1545.39,1.17
165,10401,2128.07,1.17
166,10402,1203.74,1.17
167,10403,1998.27,1.17
168,10404,1121.48,1.17
169,10405,1639.63,1.17
170,10406,1533.94,1.17
171,10407,1613.6,1.17
172,10408,779.9,1.17
173,10409,1559.8,1.17
174,10410,1677.97,1.17
175,10411,1354.47,1.17
176,10412,731.44,1.17
177,10413,1282.55,1.17
178,10414,1040.14,1.17
179,10415,1001.39,1.17
180,10416,1084.41,1.17
181,10417,1174.62,1.17
182,10418,722.9,1.17
183,10419,812.05,1.17
184,10420,1024.49,1.17
185,10421,676.25,1.17
186,10422,782.65,1.17
187,10423,916.2,1.17
188,10424,786.65,1.17
189,10425,747.98,1.17
190,10426,1125.85,1.17
191,10427,1157.01,1.17
192,10428,82.49,1.17
193,10429,209.39,1.17
194,10430,600.29,1.17
195,10431,1022.87,1.17
196,10432,1124.59,1.17
197,10433,1045.82,1.17
198,10434,5.6,1.17
199,10435,23.99,1.17
200,10436,642.96,1.17
201,10437,671.25,1.17
202,10438,1084.67,1.17
203,10439,264.0,1.17
204,10440,22.4,1.17
205,10441,604.99,1.17
206,10442,661.19,1.17
207,10443,434.05,1.17
208,10444,1152.17,1.17
209,10445,594.46,1.17
210,10446,123.98,1.17
211,10447,3.29,1.17
212,10448,578.85,1.17
213,10449,198.93,1.17
214,10450,850.12,1.17
215,10451,616.49,1.17
216,10452,499.66,1.17
217,10453,464.03,1.17
218,10454,611.84,1.17
219,10455,575.9,1.17
220,10456,507.37,1.17
221,10457,489.53,1.17
222,10458,919.1,1.17
223,10459,1211.55,1.17
224,10460,668.46,1.17
225,10461,793.47,1.17
226,10462,375.49,1.17
227,10463,464.71,1.17
228,10464,648.01,1.17
229,10465,219.67,1.17
230,10466,374.04,1.17
231,10467,547.29,1.17
232,10468,553.41,1.17
233,10469,514.94,1.17
234,10470,528.2,1.17
235,10471,624.23,1.17
236,10472,389.08,1.17
237,10473,340.21,1.17
238,10474,180.09,1.17
239,10475,349.25,1.17
240,10476,193.71,1.17
241,10477,544.96,1.17
242,10478,515.29,1.17
243,10479,526.27,1.17
244,10480,235.68,1.17
245,10481,140.94,1.17
246,10482,24.11,1.17
247,10483,531.53,1.17
248,10484,510.63,1.17
249,10485,634.37,1.17
250,10486,937.4,1.17
251,10487,509.8,1.17
252,10488,105.95,1.17
253,10489,541.88,1.17
254,10490,369.78,1.17
255,10491,577.37,1.17
256,10807,239.26,1.17
257,10813,34.33,1.17
258,10493,988.44,1.17
259,10494,810.53,1.17
260,10495,750.65,1.17
261,10492,719.99,1.17
262,10812,446.34,1.17
263,10496,2037.49,1.17
264,10497,1031.06,1.17
265,10498,825.06,1.17
266,10499,190.22,1.17
267,10500,389.8,1.17
268,11189,103.47,1.17
269,10501,264.97,1.17
270,10502,460.01,1.17
271,10503,376.93,1.17
272,10504,522.2,1.17
273,10505,336.04,1.17
274,10506,329.22,1.17
275,10507,311.94,1.17
276,10508,570.2,1.17
277,10509,516.5,1.17
278,10510,730.67,1.17
279,10511,597.06,1.17
280,10512,826.01,1.17
281,10513,1022.5,1.17
282,10514,462.99,1.17
283,10515,528.29,1.17
284,10516,25.1,1.17
285,10517,844.1,1.17
286,10518,398.78,1.17
287,10519,526.52,1.17
288,10520,460.46,1.17
289,10521,827.85,1.17
290,10522,440.28,1.17
291,10523,1436.36,1.17
292,10524,1280.5,1.17
293,10525,739.98,1.17
294,10526,1018.89,1.17
295,10527,1008.44,1.17
296,10528,1146.43,1.17
297,10529,1565.61,1.17
298,10530,1035.72,1.17
299,10531,1350.64,1.17
300,10532,1173.88,1.17
301,10533,1297.68,1.17
302,10534,1654.49,1.17
303,10535,1537.61,1.17
304,10536,1050.41,1.17
305,10537,1087.55,1.17
306,10538,1341.24,1.17
307,10539,513.77,1.17
308,10540,696.57,1.17
309,10541,775.02,1.17
310,10542,805.08,1.17
311,10543,1270.71,1.17
312,10544,2273.43,1.17
313,10545,958.15,1.17
314,10546,1164.12,1.17
315,10547,678.0,1.17
316,10548,1405.83,1.17
317,10549,1444.75,1.17
318,10550,2685.45,1.17
319,10551,1367.89,1.17
320,10552,1388.44,1.17
321,10553,1425.89,1.17
322,10554,992.55,1.17
323,10555,2379.08,1.17
324,10556,2769.65,1.17
325,10557,1296.75,1.17
326,10558,1728.41,1.17
327,10559,1658.76,1.17
328,10560,1783.31,1.17
329,10561,3434.24,1.17
330,10562,2827.68,1.17
331,10563,1380.31,1.17
332,10564,1679.34,1.17
333,10565,2089.3,1.17
334,10566,1960.37,1.17
335,10567,2325.54,1.17
336,10568,2296.43,1.17
337,10569,1816.65,1.17
338,10570,1724.87,1.17
339,10571,2491.87,1.17
340,10572,2458.64,1.17
341,10573,3831.43,1.17
342,10574,2617.5,1.17
343,10575,1442.05,1.17
344,10576,1837.76,1.17
345,10577,1646.78,1.17
346,10578,2324.37,1.17
347,10579,2913.53,1.17
348,10580,3104.9,1.17
349,10581,1037.12,1.17
350,10582,1900.32,1.17
351,10583,2609.49,1.17
352,10584,2110.35,1.17
353,10585,2721.42,1.17
354,10586,2168.02,1.17
355,10587,2118.96,1.17
356,10588,2178.57,1.17
357,10589,2205.52,1.17
358,10590,1674.08,1.17
359,10591,1263.58,1.17
360,10592,1177.63,1.17
361,10593,1691.33,1.17
362,10594,1595.72,1.17
363,10595,1925.56,1.17
364,10596,1761.65,1.17
365,10597,2512.99,1.17
366,10598,1533.73,1.17
367,10599,1933.16,1.17
368,10600,2172.73,1.17
369,10601,2162.67,1.17
370,10602,1629.01,1.17
371,10603,2176.47,1.17
372,10604,1559.2,1.17
373,10605,1150.98,1.17
374,10606,1274.09,1.17
375,10607,1432.02,1.17
376,10608,1737.95,1.17
377,10609,3732.25,1.17
378,10610,2191.97,1.17
379,10611,1303.6,1.17
380,10612,1115.22,1.17
381,10613,919.34,1.17
382,10614,427.76,1.17
383,10615,809.59,1.17
384,10616,1181.77,1.17
385,10617,682.45,1.17
386,10618,12.14,1.17
387,10619,1016.38,1.17
388,10620,1176.73,1.17
389,10621,1210.42,1.17
390,10622,2567.68,1.17
391,10623,750.82,1.17
392,10624,1401.57,1.17
393,10625,1330.43,1.17
394,10626,1541.73,1.17
395,10627,1454.69,1.17
396,10628,1725.41,1.17
397,10629,1400.08,1.17
398,10630,1569.24,1.17
399,10631,887.81,1.17
400,10632,1739.17,1.17
401,10633,1741.18,1.17
402,10634,2392.38,1.17
403,10635,1240.74,1.17
404,10636,1064.85,1.17
405,10637,731.0,1.17
406,10638,1311.83,1.17
407,10639,1337.34,1.17
408,10640,1804.02,1.17
409,10641,944.34,1.17
410,10642,1042.09,1.17
411,10643,1230.8,1.17
412,10644,1347.03,1.17
413,10645,1851.55,1.17
414,10646,1017.24,1.17
415,10647,808.92,1.17
416,10648,797.42,1.17
417,10649,746.46,1.17
418,10650,1250.34,1.17
419,10651,889.39,1.17
420,10652,888.55,1.17
421,10653,858.75,1.17
422,10654,957.91,1.17
423,10655,901.17,1.17
424,10656,1137.04,1.17
425,10657,527.63,1.17
426,10658,678.22,1.17
427,10659,1286.44,1.17
428,10660,689.58,1.17
429,10661,824.15,1.17
430,10662,1472.21,1.17
431,10663,777.86,1.17
432,10664,1335.57,1.17
433,10665,1119.84,1.17
434,10666,1254.23,1.17
435,10667,752.65,1.17
436,10668,1207.73,1.17
437,10669,1109.96,1.17
438,10670,831.46,1.17
439,10671,473.23,1.17
440,10672,226.66,1.17
441,10673,352.34,1.17
442,10674,594.63,1.17
443,10675,883.35,1.17
444,10676,658.22,1.17
445,10677,421.89,1.17
446,10678,398.68,1.17
447,10679,681.2,1.17
448,10680,523.49,1.17
449,10681,803.24,1.17
450,10682,508.52,1.17
451,10683,354.63,1.17
452,10684,300.41,1.17
453,10685,537.28,1.17
454,10686,399.95,1.17
455,10687,353.29,1.17
456,10688,666.08,1.17
457,10689,0.0,1.17
458,10690,21.48,1.17
459,10691,668.7,1.17
460,10692,446.21,1.17
461,10693,352.33,1.17
462,10694,209.18,1.17
463,10695,37.75,1.17
464,10696,197.51,1.17
465,10697,496.69,1.17
466,10698,705.55,1.17
467,10699,514.11,1.17
468,10700,628.36,1.17
469,10701,486.66,1.17
470,10702,998.32,1.17
471,10703,449.56,1.17
472,10704,154.22,1.17
473,10705,391.6,1.17
474,10706,114.22,1.17
475,10707,691.06,1.17
476,10708,81.21,1.17
477,10709,299.46,1.17
478,10710,384.24,1.17
479,10711,322.75,1.17
480,10712,364.96,1.17
481,10713,713.01,1.17
482,10714,565.01,1.17
483,10715,391.89,1.17
484,10716,60.38,1.17
485,10717,445.4,1.17
486,10718,291.63,1.17
487,10719,425.68,1.17
488,10720,45.53,1.17
489,10721,26.65,1.17
490,10722,565.33,1.17
491,10723,580.72,1.17
492,10724,431.45,1.17
493,10725,7.54,1.17
494,10726,725.05,1.17
495,10727,283.51,1.17
496,10728,450.28,1.17
497,10729,136.96,1.17
498,10730,501.64,1.17
499,10731,562.97,1.17
500,2308,41.67,1.17
501,1914,92.26,1.17
502,10733,215.3,1.17
503,10734,150.89,1.17
504,2359,343.33,1.17
505,10732,989.08,1.17
506,10735,344.95,1.17
507,10736,535.25,1.17
508,10737,328.22,1.17
509,10738,0.0,1.17
510,10739,46.98,1.17
511,10740,348.12,1.17
512,10741,521.7,1.17
513,10742,560.41,1.17
514,10743,4.9,1.17
515,10744,9.96,1.17
516,10745,438.91,1.17
517,10746,249.43,1.17
518,10747,567.89,1.17
519,10748,835.44,1.17
520,10918,625.32,1.17
521,10925,1192.61,1.17
522,10750,473.27,1.17
523,10751,744.47,1.17
524,10752,696.45,1.17
525,10753,102.39,1.17
526,10749,527.51,1.17
527,10919,594.53,1.17
528,10754,564.64,1.17
529,10755,705.62,1.17
530,10756,234.54,1.17
531,10757,430.69,1.17
532,11190,633.09,1.17
533,11192,530.96,1.17
534,10759,393.4,1.17
535,10760,376.35,1.17
536,10761,51.29,1.17
537,10762,131.15,1.17
538,10758,168.99,1.17
539,11191,378.2,1.17
540,10763,646.91,1.17
541,10764,308.71,1.17
542,10765,284.66,1.17
543,10766,310.35,1.17
544,10767,1833.72,1.17
545,10768,721.4,1.17
546,10769,152.34,1.17
547,10770,839.91,1.17
548,10771,262.76,1.17
549,10772,549.43,1.17
550,10773,337.37,1.17
551,10774,748.03,1.17
552,10775,179.37,1.17
553,10776,794.6,1.17
554,10777,181.01,1.17
555,10778,472.48,1.17
556,10779,892.61,1.17
557,10780,687.32,1.17
558,10781,589.08,1.17
559,10782,760.78,1.17
560,10783,1164.81,1.17
561,10784,609.3,1.17
562,10785,1890.24,1.17
563,10786,1580.57,1.17
564,10787,1009.11,1.17
565,10788,649.31,1.17
566,10789,1326.01,1.17
567,10790,383.97,1.17
568,10791,692.76,1.17
569,10792,570.61,1.17
570,10793,1045.39,1.17
571,10794,883.12,1.17
572,10795,1385.96,1.17
573,10796,890.29,1.17
574,10797,762.17,1.17
575,10798,714.79,1.17
576,10799,1041.93,1.17
577,10800,104.8,1.17
578,10801,746.07,1.17
579,10802,979.36,1.17
580,10803,561.24,1.17
581,10804,808.5,1.17
582,10805,1236.66,1.17
583,10283,0.0,1.17
584,10806,4214.73,1.17
585,10808,349.12,1.17
586,10809,470.14,1.17
587,10810,1778.0,1.17
588,10811,1008.82,1.17
589,10814,641.91,1.17
590,10815,782.95,1.17
591,10816,2417.89,1.17
592,10817,1419.78,1.17
593,10818,2.93,1.17
594,10819,270.91,1.17
595,10820,476.05,1.17
596,10821,617.86,1.17
597,10822,825.97,1.17
598,10823,1726.82,1.17
599,10824,991.73,1.17
600,10825,500.84,1.17
601,10826,1233.59,1.17
602,10827,1414.3,1.17
603,10828,689.0,1.17
604,10829,1346.16,1.17
605,10830,519.29,1.17
606,10831,1264.36,1.17
607,10832,1058.96,1.17
608,10833,1299.03,1.17
609,10834,927.77,1.17
610,10835,1675.85,1.17
611,10836,1456.9,1.17
612,10837,857.45,1.17
613,10838,1252.32,1.17
614,10839,2141.98,1.17
615,10840,175.05,1.17
616,10841,1228.16,1.17
617,10842,665.93,1.17
618,10843,804.46,1.17
619,10844,1019.42,1.17
620,10845,1497.47,1.17
621,10846,513.11,1.17
622,10847,728.26,1.17
623,10848,769.58,1.17
624,10849,1251.2,1.17
625,10850,1147.47,1.17
626,10851,1241.29,1.17
627,10852,574.75,1.17
628,10853,1439.74,1.17
629,10854,276.16,1.17
630,10855,949.0,1.17
631,10856,1584.96,1.17
632,10857,1413.02,1.17
633,10858,1086.69,1.17
634,10859,1645.05,1.17
635,10860,79.95,1.17
636,10861,800.66,1.17
637,10862,1142.35,1.17
638,10863,1138.85,1.17
639,10864,106.74,1.17
640,10865,401.58,1.17
641,10866,179.11,1.17
642,10867,747.12,1.17
643,10868,495.67,1.17
644,10869,687.78,1.17
645,10870,327.62,1.17
646,10871,1333.96,1.17
647,10872,36.12,1.17
648,10873,185.04,1.17
649,10874,869.22,1.17
650,10875,889.87,1.17
651,10876,335.38,1.17
652,10877,554.41,1.17
653,10878,764.68,1.17
654,10879,890.11,1.17
655,10880,1066.22,1.17
656,10881,1022.75,1.17
657,10882,773.71,1.17
658,10883,623.51,1.17
659,10884,491.9,1.17
660,10885,451.34,1.17
661,10886,1025.58,1.17
662,10887,10.06,1.17
663,10888,488.43,1.17
664,10889,303.23,1.17
665,10890,317.01,1.17
666,10891,470.67,1.17
667,10892,1109.07,1.17
668,10893,414.93,1.17
669,10894,15.38,1.17
670,10895,805.0,1.17
671,10896,327.61,1.17
672,10897,794.22,1.17
673,10898,112.09,1.17
674,10899,234.99,1.17
675,10900,56.2,1.17
676,10901,682.36,1.17
677,10902,216.61,1.17
678,10903,127.6,1.17
679,10904,175.91,1.17
680,10905,517.77,1.17
681,10906,151.91,1.17
682,10907,815.92,1.17
683,10908,206.14,1.17
684,10909,217.5,1.17
685,10910,324.5,1.17
686,10911,260.99,1.17
687,10912,1001.94,1.17
688,10913,1100.11,1.17
689,10914,70.68,1.17
690,10915,646.22,1.17
691,11193,725.95,1.17
692,11195,736.27,1.17
693,10916,747.33,1.17
694,11194,701.9,1.17
695,10920,0.4,1.17
696,10921,173.96,1.17
697,10917,1888.78,1.17
698,10926,256.57,1.17
699,10927,556.46,1.17
700,10928,1179.2,1.17
701,10929,511.53,1.17
702,10930,100.31,1.17
703,2289,467.01,1.17
704,10931,695.8,1.17
705,2288,526.59,1.17
706,2290,1225.56,1.17
707,10932,435.58,1.17
708,10933,1477.28,1.17
709,10934,2537.45,1.17
710,10935,235.65,1.17
711,10936,766.45,1.17
712,10937,1172.98,1.17
713,11196,853.81,1.17
714,11768,696.35,1.17
715,10939,1138.55,1.17
716,10940,1068.92,1.17
717,10941,769.0,1.17
718,10942,141.65,1.17
719,10938,2123.29,1.17
720,11197,763.83,1.17
721,10943,1073.99,1.17
722,10944,787.91,1.17
723,10945,883.81,1.17
724,10946,598.37,1.17
725,10947,640.09,1.17
726,10948,814.0,1.17
727,10949,617.03,1.17
728,10950,709.41,1.17
729,11769,864.99,1.17
730,11771,259.82,1.17
731,10952,493.0,1.17
732,10953,843.75,1.17
733,10954,823.09,1.17
734,10955,263.48,1.17
735,10951,529.57,1.17
736,11770,1657.57,1.17
737,10956,1067.89,1.17
738,10957,910.39,1.17
739,10958,468.44,1.17
740,10959,1005.21,1.17
741,10964,583.07,1.17
742,9090,511.16,1.17
743,10960,759.0,1.17
744,10961,962.28,1.17
745,10962,712.97,1.17
746,10963,815.08,1.17
747,3900,830.86,1.17
748,10278,146.48,1.17
749,10965,1021.5,1.17
750,11772,1519.93,1.17
751,10966,724.98,1.17
752,10967,657.05,1.17
753,10968,459.19,1.17
754,10969,713.25,1.17
755,10970,290.05,1.17
756,10971,451.55,1.17
757,10972,1513.06,1.17
758,10973,1335.68,1.17
759,10974,811.6,1.17
760,10975,505.84,1.17
761,10976,1284.02,1.17
762,10977,1250.68,1.17
763,10978,1195.47,1.17
764,10979,1570.84,1.17
765,10980,546.68,1.17
766,10981,1410.13,1.17
767,10982,679.43,1.17
768,10983,570.06,1.17
769,10984,780.09,1.17
770,10985,1082.48,1.17
771,10986,1921.11,1.17
772,10987,288.71,1.17
773,10988,458.92,1.17
774,10989,1364.11,1.17
775,9347,746.28,1.17
776,10990,1690.61,1.17
777,9012,600.92,1.17
778,3844,1386.16,1.17
779,10991,1558.46,1.17
780,10992,249.61,1.17
781,10993,571.35,1.17
782,10994,781.39,1.17
783,10995,846.23,1.17
784,10996,362.64,1.17
785,10997,576.94,1.17
786,10998,1664.99,1.17
787,10999,591.39,1.17
788,11000,601.33,1.17
789,11773,327.85,1.17
790,11775,634.11,1.17
791,11002,741.3,1.17
792,11003,914.11,1.17
793,11001,90.91,1.17
794,11774,2213.62,1.17
795,11004,432.48,1.17
796,11005,826.69,1.17
797,11006,2029.83,1.17
798,11007,441.16,1.17
799,10280,466.48,1.17
800,11776,81.21,1.17
801,11778,702.95,1.17
802,3872,382.25,1.17
803,12036,569.85,1.17
804,11008,527.7,1.17
805,11777,440.37,1.17
806,8294,1374.63,1.17
807,8293,659.8,1.17
808,11010,1361.37,1.17
809,11011,787.27,1.17
810,10923,950.49,1.17
811,10922,1701.32,1.17
812,3876,574.98,1.17
813,11009,829.41,1.17
814,11012,758.39,1.17
815,11013,722.55,1.17
816,10924,520.78,1.17
817,11014,625.25,1.17
818,12302,988.39,1.17
819,11015,933.27,1.17
820,11779,847.53,1.17
821,11781,1089.59,1.17
822,11017,2467.46,1.17
823,12033,423.24,1.17
824,8506,392.91,1.17
825,11016,603.45,1.17
826,11780,381.66,1.17
827,11018,59.64,1.17
828,11019,142.21,1.17
829,11020,1147.88,1.17
830,11021,41.99,1.17
831,11022,146.52,1.17
832,11023,285.34,1.17
833,11024,1.69,1.17
834,11025,187.19,1.17
835,11026,477.49,1.17
836,11027,946.87,1.17
837,11028,11.03,1.17
838,11029,9.88,1.17
839,11030,1799.92,1.17
840,11031,838.32,1.17
841,11032,2421.42,1.17
842,11033,365.05,1.17
843,11034,1104.69,1.17
844,11782,776.36,1.17
845,11784,842.59,1.17
846,11035,816.55,1.17
847,11783,858.97,1.17
848,11039,274.07,1.17
849,11040,109.67,1.17
850,11041,204.71,1.17
851,11036,912.82,1.17
852,11037,272.8,1.17
853,11038,98.74,1.17
854,11045,379.79,1.17
855,11046,753.12,1.17
856,11047,399.08,1.17
857,11048,851.48,1.17
858,11049,897.51,1.17
859,11050,0.0,1.17
860,11051,239.5,1.17
861,11052,454.66,1.17
862,11053,655.17,1.17
863,11054,700.34,1.17
864,11055,1406.86,1.17
865,11056,4.81,1.17
866,11057,234.44,1.17
867,11058,382.51,1.17
868,11059,832.73,1.17
869,11060,520.76,1.17
870,11061,740.16,1.17
871,11062,590.14,1.17
872,11063,372.4,1.17
873,11064,807.31,1.17
874,11065,655.52,1.17
875,11066,189.33,1.17
876,11067,294.16,1.17
877,11068,652.5,1.17
878,11069,786.8,1.17
879,11070,984.68,1.17
880,11071,938.15,1.17
881,11072,477.39,1.17
882,11073,1258.27,1.17
883,11074,510.54,1.17
884,11075,591.91,1.17
885,11076,711.66,1.17
886,11077,1153.0,1.17
887,11078,544.02,1.17
888,11079,872.91,1.17
889,11080,715.16,1.17
890,11081,374.25,1.17
891,11082,762.94,1.17
892,11083,1012.52,1.17
893,11084,711.12,1.17
894,11085,877.13,1.17
895,11086,849.59,1.17
896,11087,457.55,1.17
897,11088,699.28,1.17
