o_zone_id,d_zone_id,volume,period,agent_type
1,2,100.0,AM,auto
1,3,100.0,AM,auto
1,4,500.0,AM,auto
1,5,200.0,AM,auto
1,6,300.0,AM,auto
1,7,500.0,AM,auto
1,8,800.0,AM,auto
1,9,500.0,AM,auto
1,10,1300.0,AM,auto
1,11,500.0,AM,auto
1,12,200.0,AM,auto
1,13,500.0,AM,auto
1,14,300.0,AM,auto
1,15,500.0,AM,auto
1,16,500.0,AM,auto
1,17,400.0,AM,auto
1,18,100.0,AM,auto
1,19,300.0,AM,auto
1,20,300.0,AM,auto
1,21,100.0,AM,auto
1,22,400.0,AM,auto
1,23,300.0,AM,auto
1,24,100.0,AM,auto
2,1,100.0,AM,auto
2,3,100.0,AM,auto
2,4,200.0,AM,auto
2,5,100.0,AM,auto
2,6,400.0,AM,auto
2,7,200.0,AM,auto
2,8,400.0,AM,auto
2,9,200.0,AM,auto
2,10,600.0,AM,auto
2,11,200.0,AM,auto
2,12,100.0,AM,auto
2,13,300.0,AM,auto
2,14,100.0,AM,auto
2,15,100.0,AM,auto
2,16,400.0,AM,auto
2,17,200.0,AM,auto
2,19,100.0,AM,auto
2,20,100.0,AM,auto
2,22,100.0,AM,auto
3,1,100.0,AM,auto
3,2,100.0,AM,auto
3,4,200.0,AM,auto
3,5,100.0,AM,auto
3,6,300.0,AM,auto
3,7,100.0,AM,auto
3,8,200.0,AM,auto
3,9,100.0,AM,auto
3,10,300.0,AM,auto
3,11,300.0,AM,auto
3,12,200.0,AM,auto
3,13,100.0,AM,auto
3,14,100.0,AM,auto
3,15,100.0,AM,auto
3,16,200.0,AM,auto
3,17,100.0,AM,auto
3,22,100.0,AM,auto
3,23,100.0,AM,auto
4,1,500.0,AM,auto
4,2,200.0,AM,auto
4,3,200.0,AM,auto
4,5,500.0,AM,auto
4,6,400.0,AM,auto
4,7,400.0,AM,auto
4,8,700.0,AM,auto
4,9,700.0,AM,auto
4,10,1200.0,AM,auto
4,11,1400.0,AM,auto
4,12,600.0,AM,auto
4,13,600.0,AM,auto
4,14,500.0,AM,auto
4,15,500.0,AM,auto
4,16,800.0,AM,auto
4,17,500.0,AM,auto
4,18,100.0,AM,auto
4,19,200.0,AM,auto
4,20,300.0,AM,auto
4,21,200.0,AM,auto
4,22,400.0,AM,auto
4,23,500.0,AM,auto
4,24,200.0,AM,auto
5,1,200.0,AM,auto
5,2,100.0,AM,auto
5,3,100.0,AM,auto
5,4,500.0,AM,auto
5,6,200.0,AM,auto
5,7,200.0,AM,auto
5,8,500.0,AM,auto
5,9,800.0,AM,auto
5,10,1000.0,AM,auto
5,11,500.0,AM,auto
5,12,200.0,AM,auto
5,13,200.0,AM,auto
5,14,100.0,AM,auto
5,15,200.0,AM,auto
5,16,500.0,AM,auto
5,17,200.0,AM,auto
5,19,100.0,AM,auto
5,20,100.0,AM,auto
5,21,100.0,AM,auto
5,22,200.0,AM,auto
5,23,100.0,AM,auto
6,1,300.0,AM,auto
6,2,400.0,AM,auto
6,3,300.0,AM,auto
6,4,400.0,AM,auto
6,5,200.0,AM,auto
6,7,400.0,AM,auto
6,8,800.0,AM,auto
6,9,400.0,AM,auto
6,10,800.0,AM,auto
6,11,400.0,AM,auto
6,12,200.0,AM,auto
6,13,200.0,AM,auto
6,14,100.0,AM,auto
6,15,200.0,AM,auto
6,16,900.0,AM,auto
6,17,500.0,AM,auto
6,18,100.0,AM,auto
6,19,200.0,AM,auto
6,20,300.0,AM,auto
6,21,100.0,AM,auto
6,22,200.0,AM,auto
6,23,100.0,AM,auto
6,24,100.0,AM,auto
7,1,500.0,AM,auto
7,2,200.0,AM,auto
7,3,100.0,AM,auto
7,4,400.0,AM,auto
7,5,200.0,AM,auto
7,6,400.0,AM,auto
7,8,1000.0,AM,auto
7,9,600.0,AM,auto
7,10,1900.0,AM,auto
7,11,500.0,AM,auto
7,12,700.0,AM,auto
7,13,400.0,AM,auto
7,14,200.0,AM,auto
7,15,500.0,AM,auto
7,16,1400.0,AM,auto
7,17,1000.0,AM,auto
7,18,200.0,AM,auto
7,19,400.0,AM,auto
7,20,500.0,AM,auto
7,21,200.0,AM,auto
7,22,500.0,AM,auto
7,23,200.0,AM,auto
7,24,100.0,AM,auto
8,1,800.0,AM,auto
8,2,400.0,AM,auto
8,3,200.0,AM,auto
8,4,700.0,AM,auto
8,5,500.0,AM,auto
8,6,800.0,AM,auto
8,7,1000.0,AM,auto
8,9,800.0,AM,auto
8,10,1600.0,AM,auto
8,11,800.0,AM,auto
8,12,600.0,AM,auto
8,13,600.0,AM,auto
8,14,400.0,AM,auto
8,15,600.0,AM,auto
8,16,2200.0,AM,auto
8,17,1400.0,AM,auto
8,18,300.0,AM,auto
8,19,700.0,AM,auto
8,20,900.0,AM,auto
8,21,400.0,AM,auto
8,22,500.0,AM,auto
8,23,300.0,AM,auto
8,24,200.0,AM,auto
9,1,500.0,AM,auto
9,2,200.0,AM,auto
9,3,100.0,AM,auto
9,4,700.0,AM,auto
9,5,800.0,AM,auto
9,6,400.0,AM,auto
9,7,600.0,AM,auto
9,8,800.0,AM,auto
9,10,2800.0,AM,auto
9,11,1400.0,AM,auto
9,12,600.0,AM,auto
9,13,600.0,AM,auto
9,14,600.0,AM,auto
9,15,900.0,AM,auto
9,16,1400.0,AM,auto
9,17,900.0,AM,auto
9,18,200.0,AM,auto
9,19,400.0,AM,auto
9,20,600.0,AM,auto
9,21,300.0,AM,auto
9,22,700.0,AM,auto
9,23,500.0,AM,auto
9,24,200.0,AM,auto
10,1,1300.0,AM,auto
10,2,600.0,AM,auto
10,3,300.0,AM,auto
10,4,1200.0,AM,auto
10,5,1000.0,AM,auto
10,6,800.0,AM,auto
10,7,1900.0,AM,auto
10,8,1600.0,AM,auto
10,9,2800.0,AM,auto
10,11,4000.0,AM,auto
10,12,2000.0,AM,auto
10,13,1900.0,AM,auto
10,14,2100.0,AM,auto
10,15,4000.0,AM,auto
10,16,4400.0,AM,auto
10,17,3900.0,AM,auto
10,18,700.0,AM,auto
10,19,1800.0,AM,auto
10,20,2500.0,AM,auto
10,21,1200.0,AM,auto
10,22,2600.0,AM,auto
10,23,1800.0,AM,auto
10,24,800.0,AM,auto
11,1,500.0,AM,auto
11,2,200.0,AM,auto
11,3,300.0,AM,auto
11,4,1500.0,AM,auto
11,5,500.0,AM,auto
11,6,400.0,AM,auto
11,7,500.0,AM,auto
11,8,800.0,AM,auto
11,9,1400.0,AM,auto
11,10,3900.0,AM,auto
11,12,1400.0,AM,auto
11,13,1000.0,AM,auto
11,14,1600.0,AM,auto
11,15,1400.0,AM,auto
11,16,1400.0,AM,auto
11,17,1000.0,AM,auto
11,18,100.0,AM,auto
11,19,400.0,AM,auto
11,20,600.0,AM,auto
11,21,400.0,AM,auto
11,22,1100.0,AM,auto
11,23,1300.0,AM,auto
11,24,600.0,AM,auto
12,1,200.0,AM,auto
12,2,100.0,AM,auto
12,3,200.0,AM,auto
12,4,600.0,AM,auto
12,5,200.0,AM,auto
12,6,200.0,AM,auto
12,7,700.0,AM,auto
12,8,600.0,AM,auto
12,9,600.0,AM,auto
12,10,2000.0,AM,auto
12,11,1400.0,AM,auto
12,13,1300.0,AM,auto
12,14,700.0,AM,auto
12,15,700.0,AM,auto
12,16,700.0,AM,auto
12,17,600.0,AM,auto
12,18,200.0,AM,auto
12,19,300.0,AM,auto
12,20,400.0,AM,auto
12,21,300.0,AM,auto
12,22,700.0,AM,auto
