node_id,node_type,zone_id,x_coord,y_coord
10001,centroid,1,-0.4,0.4
10002,centroid,2,1,0.4
10003,centroid,3,2,0.4
10004,centroid,4,3,0.4
10005,centroid,5,4,0.4
10006,centroid,6,5,0.4
10007,centroid,7,6,0.4
10008,centroid,8,7.4,0.4
10009,centroid,9,-0.4,-1
10010,centroid,10,7.4,-1
10011,centroid,11,-0.4,-2
10012,centroid,12,7.4,-2
10013,centroid,13,-0.4,-3
10014,centroid,14,7.4,-3
10015,centroid,15,-0.4,-4
10016,centroid,16,7.4,-4
10017,centroid,17,-0.4,-5
10018,centroid,18,7.4,-5
10019,centroid,19,-0.4,-6
10020,centroid,20,7.4,-6
10021,centroid,21,-0.4,-7.4
10022,centroid,22,1,-7.4
10023,centroid,23,2,-7.4
10024,centroid,24,3,-7.4
10025,centroid,25,4,-7.4
10026,centroid,26,5,-7.4
10027,centroid,27,6,-7.4
10028,centroid,28,7.4,-7.4
1,intersection,,0,0
2,intersection,,1,0
3,intersection,,2,0
4,intersection,,3,0
5,intersection,,4,0
6,intersection,,5,0
7,intersection,,6,0
8,intersection,,7,0
9,intersection,,0,-1
10,intersection,,1,-1
11,intersection,,2,-1
12,intersection,,3,-1
13,intersection,,4,-1
14,intersection,,5,-1
15,intersection,,6,-1
16,intersection,,7,-1
17,intersection,,0,-2
18,intersection,,1,-2
19,intersection,,2,-2
20,intersection,,3,-2
21,intersection,,4,-2
22,intersection,,5,-2
23,intersection,,6,-2
24,intersection,,7,-2
25,intersection,,0,-3
26,intersection,,1,-3
27,intersection,,2,-3
28,intersection,,3,-3
29,intersection,,4,-3
30,intersection,,5,-3
31,intersection,,6,-3
32,intersection,,7,-3
33,intersection,,0,-4
34,intersection,,1,-4
35,intersection,,2,-4
36,intersection,,3,-4
37,intersection,,4,-4
38,intersection,,5,-4
39,intersection,,6,-4
40,intersection,,7,-4
41,intersection,,0,-5
42,intersection,,1,-5
43,intersection,,2,-5
44,intersection,,3,-5
45,intersection,,4,-5
46,intersection,,5,-5
47,intersection,,6,-5
48,intersection,,7,-5
49,intersection,,0,-6
50,intersection,,1,-6
51,intersection,,2,-6
52,intersection,,3,-6
53,intersection,,4,-6
54,intersection,,5,-6
55,intersection,,6,-6
56,intersection,,7,-6
57,intersection,,0,-7
58,intersection,,1,-7
59,intersection,,2,-7
60,intersection,,3,-7
61,intersection,,4,-7
62,intersection,,5,-7
63,intersection,,6,-7
64,intersection,,7,-7
