o_zone_id,d_zone_id,volume,period,agent_type
2,59,14.0000,AM,auto
3,1,4.0000,AM,auto
3,2,38.0000,AM,auto
3,4,39.0000,AM,auto
3,5,38.0000,AM,auto
3,6,5.0000,AM,auto
3,7,124.0000,AM,auto
3,24,83.0000,AM,auto
3,26,38.0000,AM,auto
3,30,38.0000,AM,auto
3,42,36.0000,AM,auto
3,47,5.0000,AM,auto
3,55,40.0000,AM,auto
3,58,41.0000,AM,auto
3,59,18.0000,AM,auto
3,60,40.0000,AM,auto
3,67,37.0000,AM,auto
3,72,5.0000,AM,auto
3,81,36.0000,AM,auto
3,84,79.0000,AM,auto
3,85,37.0000,AM,auto
3,89,37.0000,AM,auto
3,98,170.0000,AM,auto
3,99,39.0000,AM,auto
3,102,5.0000,AM,auto
3,103,210.0000,AM,auto
3,104,2.0000,AM,auto
3,105,38.0000,AM,auto
3,106,38.0000,AM,auto
3,111,44.0000,AM,auto
3,112,95.0000,AM,auto
3,114,94.0000,AM,auto
3,139,37.0000,AM,auto
3,146,38.0000,AM,auto
3,147,39.0000,AM,auto
4,6,38.0000,AM,auto
4,24,37.0000,AM,auto
4,30,10.0000,AM,auto
4,52,40.0000,AM,auto
4,80,37.0000,AM,auto
4,85,37.0000,AM,auto
4,95,37.0000,AM,auto
4,99,39.0000,AM,auto
4,100,40.0000,AM,auto
4,103,39.0000,AM,auto
4,105,39.0000,AM,auto
4,114,95.0000,AM,auto
4,146,38.0000,AM,auto
4,147,84.0000,AM,auto
5,3,6.0000,AM,auto
5,4,85.0000,AM,auto
5,8,46.0000,AM,auto
5,12,53.0000,AM,auto
5,25,43.0000,AM,auto
5,55,47.0000,AM,auto
5,59,14.0000,AM,auto
5,72,6.0000,AM,auto
5,74,45.0000,AM,auto
5,85,43.0000,AM,auto
5,86,42.0000,AM,auto
5,97,45.0000,AM,auto
5,100,46.0000,AM,auto
5,104,13.0000,AM,auto
5,106,85.0000,AM,auto
5,113,51.0000,AM,auto
6,7,38.0000,AM,auto
6,81,37.0000,AM,auto
6,104,39.0000,AM,auto
6,132,36.0000,AM,auto
7,1,45.0000,AM,auto
7,3,45.0000,AM,auto
7,30,45.0000,AM,auto
7,38,44.0000,AM,auto
7,50,6.0000,AM,auto
7,94,42.0000,AM,auto
7,96,90.0000,AM,auto
7,97,46.0000,AM,auto
7,98,11.0000,AM,auto
7,99,46.0000,AM,auto
7,100,46.0000,AM,auto
7,104,13.0000,AM,auto
7,105,45.0000,AM,auto
7,106,45.0000,AM,auto
7,107,6.0000,AM,auto
7,109,6.0000,AM,auto
7,114,51.0000,AM,auto
7,126,46.0000,AM,auto
7,146,44.0000,AM,auto
8,1,46.0000,AM,auto
8,7,6.0000,AM,auto
8,30,44.0000,AM,auto
8,49,46.0000,AM,auto
8,58,94.0000,AM,auto
8,59,24.0000,AM,auto
8,100,46.0000,AM,auto
8,104,12.0000,AM,auto
8,147,46.0000,AM,auto
9,3,39.0000,AM,auto
9,98,38.0000,AM,auto
9,100,40.0000,AM,auto
9,106,5.0000,AM,auto
10,1,6.0000,AM,auto
10,2,7.0000,AM,auto
10,9,9.0000,AM,auto
10,26,27.0000,AM,auto
10,30,9.0000,AM,auto
10,59,3.0000,AM,auto
10,60,8.0000,AM,auto
10,98,7.0000,AM,auto
10,100,9.0000,AM,auto
10,101,8.0000,AM,auto
10,102,9.0000,AM,auto
10,104,8.0000,AM,auto
10,114,20.0000,AM,auto
11,1,4.0000,AM,auto
11,2,6.0000,AM,auto
11,3,13.0000,AM,auto
11,4,12.0000,AM,auto
11,5,10.0000,AM,auto
11,6,14.0000,AM,auto
11,7,12.0000,AM,auto
11,8,18.0000,AM,auto
11,9,50.0000,AM,auto
11,10,23.0000,AM,auto
11,12,51.0000,AM,auto
11,13,9.0000,AM,auto
11,14,8.0000,AM,auto
11,15,9.0000,AM,auto
11,17,7.0000,AM,auto
11,18,8.0000,AM,auto
11,19,17.0000,AM,auto
11,23,6.0000,AM,auto
11,24,13.0000,AM,auto
11,25,37.0000,AM,auto
11,26,31.0000,AM,auto
11,27,19.0000,AM,auto
11,29,6.0000,AM,auto
11,30,32.0000,AM,auto
11,31,25.0000,AM,auto
11,35,7.0000,AM,auto
11,38,6.0000,AM,auto
11,39,5.0000,AM,auto
11,45,6.0000,AM,auto
11,47,17.0000,AM,auto
11,49,11.0000,AM,auto
11,54,12.0000,AM,auto
11,55,6.0000,AM,auto
11,58,11.0000,AM,auto
11,59,32.0000,AM,auto
11,62,4.0000,AM,auto
11,65,7.0000,AM,auto
11,67,6.0000,AM,auto
11,76,6.0000,AM,auto
11,77,7.0000,AM,auto
11,82,5.0000,AM,auto
11,84,38.0000,AM,auto
11,86,6.0000,AM,auto
11,90,6.0000,AM,auto
11,95,7.0000,AM,auto
11,96,11.0000,AM,auto
11,97,11.0000,AM,auto
11,98,13.0000,AM,auto
11,99,17.0000,AM,auto
11,100,24.0000,AM,auto
11,101,12.0000,AM,auto
11,102,18.0000,AM,auto
11,103,61.0000,AM,auto
11,104,27.0000,AM,auto
11,105,7.0000,AM,auto
11,107,14.0000,AM,auto
11,109,7.0000,AM,auto
11,113,13.0000,AM,auto
11,114,49.0000,AM,auto
11,116,7.0000,AM,auto
11,117,14.0000,AM,auto
11,120,14.0000,AM,auto
11,135,7.0000,AM,auto
11,141,13.0000,AM,auto
11,147,45.0000,AM,auto
12,1,6.0000,AM,auto
12,2,19.0000,AM,auto
12,3,6.0000,AM,auto
12,4,5.0000,AM,auto
12,5,12.0000,AM,auto
12,6,7.0000,AM,auto
12,7,12.0000,AM,auto
12,8,8.0000,AM,auto
12,9,13.0000,AM,auto
12,11,25.0000,AM,auto
12,14,9.0000,AM,auto
12,16,8.0000,AM,auto
12,18,7.0000,AM,auto
12,19,9.0000,AM,auto
12,25,6.0000,AM,auto
12,27,17.0000,AM,auto
12,29,7.0000,AM,auto
12,30,5.0000,AM,auto
12,31,12.0000,AM,auto
12,35,13.0000,AM,auto
12,48,5.0000,AM,auto
12,55,6.0000,AM,auto
12,58,6.0000,AM,auto
12,59,9.0000,AM,auto
12,67,6.0000,AM,auto
12,69,6.0000,AM,auto
12,72,5.0000,AM,auto
12,80,5.0000,AM,auto
12,81,12.0000,AM,auto
12,82,6.0000,AM,auto
12,83,6.0000,AM,auto
12,84,5.0000,AM,auto
12,87,7.0000,AM,auto
12,88,13.0000,AM,auto
12,91,7.0000,AM,auto
12,97,6.0000,AM,auto
12,98,17.0000,AM,auto
12,99,5.0000,AM,auto
12,100,6.0000,AM,auto
12,102,12.0000,AM,auto
12,103,30.0000,AM,auto
12,104,31.0000,AM,auto
12,105,5.0000,AM,auto
12,108,7.0000,AM,auto
12,112,14.0000,AM,auto
12,114,7.0000,AM,auto
12,120,7.0000,AM,auto
12,139,5.0000,AM,auto
12,142,13.0000,AM,auto
12,147,12.0000,AM,auto
13,1,27.0000,AM,auto
13,2,34.0000,AM,auto
13,3,33.0000,AM,auto
13,4,13.0000,AM,auto
13,5,6.0000,AM,auto
13,6,5.0000,AM,auto
13,7,6.0000,AM,auto
13,8,3.0000,AM,auto
13,9,6.0000,AM,auto
13,10,8.0000,AM,auto
13,11,17.0000,AM,auto
13,12,16.0000,AM,auto
13,17,5.0000,AM,auto
13,18,9.0000,AM,auto
13,22,7.0000,AM,auto
13,30,5.0000,AM,auto
13,31,28.0000,AM,auto
13,44,6.0000,AM,auto
13,48,5.0000,AM,auto
13,55,6.0000,AM,auto
13,58,6.0000,AM,auto
13,59,21.0000,AM,auto
13,81,6.0000,AM,auto
13,85,7.0000,AM,auto
13,98,20.0000,AM,auto
13,100,13.0000,AM,auto
13,101,6.0000,AM,auto
13,102,6.0000,AM,auto
13,103,13.0000,AM,auto
13,104,2.0000,AM,auto
13,112,6.0000,AM,auto
13,116,7.0000,AM,auto
13,117,15.0000,AM,auto
13,144,7.0000,AM,auto
13,147,13.0000,AM,auto
14,1,12.0000,AM,auto
14,2,32.0000,AM,auto
14,3,13.0000,AM,auto
14,4,7.0000,AM,auto
14,5,12.0000,AM,auto
14,6,25.0000,AM,auto
14,7,19.0000,AM,auto
14,8,25.0000,AM,auto
14,9,38.0000,AM,auto
14,10,11.0000,AM,auto
14,11,9.0000,AM,auto
14,12,17.0000,AM,auto
14,15,9.0000,AM,auto
14,16,8.0000,AM,auto
14,18,8.0000,AM,auto
14,19,9.0000,AM,auto
14,23,6.0000,AM,auto
14,24,6.0000,AM,auto
14,25,5.0000,AM,auto
14,26,13.0000,AM,auto
14,27,32.0000,AM,auto
14,29,7.0000,AM,auto
14,30,5.0000,AM,auto
