link_id,from_node_id,to_node_id,link_type,directed,length,lanes,capacity,free_speed,vdf_fftt,vdf_alpha,vdf_beta,allowed_uses
1,1,854,centroid_connector,1,0.780000019073,1,1,60.0,0.780000019073,0.0,0.0,auto
2,1,870,centroid_connector,1,1.38000001907,1,1,60.0,1.38000001907,0.0,0.0,auto
3,2,893,centroid_connector,1,0.42000002861,1,1,60.0,0.42000002861,0.0,0.0,auto
4,2,934,centroid_connector,1,1.32000007629,1,1,60.0,1.32000007629,0.0,0.0,auto
5,2,938,centroid_connector,1,0.42000002861,1,1,60.0,0.42000002861,0.0,0.0,auto
6,3,909,centroid_connector,1,0.6,1,1,60.0,0.6,0.0,0.0,auto
7,3,911,centroid_connector,1,2.04000015259,1,1,60.0,2.04000015259,0.0,0.0,auto
8,3,923,centroid_connector,1,1.32000007629,1,1,60.0,1.32000007629,0.0,0.0,auto
9,3,929,centroid_connector,1,1.50000009537,1,1,60.0,1.50000009537,0.0,0.0,auto
10,4,902,centroid_connector,1,1.68000011444,1,1,60.0,1.68000011444,0.0,0.0,auto
11,4,917,centroid_connector,1,0.540000009537,1,1,60.0,0.540000009537,0.0,0.0,auto
12,4,919,centroid_connector,1,0.9,1,1,60.0,0.9,0.0,0.0,auto
13,4,920,centroid_connector,1,0.6,1,1,60.0,0.6,0.0,0.0,auto
14,4,932,centroid_connector,1,1.08000001907,1,1,60.0,1.08000001907,0.0,0.0,auto
15,5,1009,centroid_connector,1,0.6,1,1,60.0,0.6,0.0,0.0,auto
16,5,1010,centroid_connector,1,2.28000011444,1,1,60.0,2.28000011444,0.0,0.0,auto
17,5,1029,centroid_connector,1,0.84000005722,1,1,60.0,0.84000005722,0.0,0.0,auto
18,6,992,centroid_connector,1,0.42000002861,1,1,60.0,0.42000002861,0.0,0.0,auto
19,6,1008,centroid_connector,1,1.62000007629,1,1,60.0,1.62000007629,0.0,0.0,auto
20,6,1018,centroid_connector,1,0.660000038147,1,1,60.0,0.660000038147,0.0,0.0,auto
21,7,970,centroid_connector,1,0.960000038147,1,1,60.0,0.960000038147,0.0,0.0,auto
22,7,971,centroid_connector,1,0.780000019073,1,1,60.0,0.780000019073,0.0,0.0,auto
23,7,972,centroid_connector,1,0.72000002861,1,1,60.0,0.72000002861,0.0,0.0,auto
24,7,973,centroid_connector,1,0.9,1,1,60.0,0.9,0.0,0.0,auto
25,7,974,centroid_connector,1,1.08000001907,1,1,60.0,1.08000001907,0.0,0.0,auto
26,8,996,centroid_connector,1,0.540000009537,1,1,60.0,0.540000009537,0.0,0.0,auto
27,8,1012,centroid_connector,1,0.780000019073,1,1,60.0,0.780000019073,0.0,0.0,auto
28,9,840,centroid_connector,1,0.360000014305,1,1,60.0,0.360000014305,0.0,0.0,auto
29,10,535,centroid_connector,1,1.04000002543,1,1,60.0,1.04000002543,0.0,0.0,auto
30,10,839,centroid_connector,1,1.52000007629,1,1,60.0,1.52000007629,0.0,0.0,auto
31,11,166,centroid_connector,1,1.56000010173,1,1,60.0,1.56000010173,0.0,0.0,auto
32,11,200,centroid_connector,1,1.56000010173,1,1,60.0,1.56000010173,0.0,0.0,auto
33,12,167,centroid_connector,1,1.88000005086,1,1,60.0,1.88000005086,0.0,0.0,auto
34,12,199,centroid_connector,1,1.2,1,1,60.0,1.2,0.0,0.0,auto
35,13,170,centroid_connector,1,0.840000025431,1,1,60.0,0.840000025431,0.0,0.0,auto
36,14,169,centroid_connector,1,2.28000005086,1,1,60.0,2.28000005086,0.0,0.0,auto
37,14,191,centroid_connector,1,2.28000005086,1,1,60.0,2.28000005086,0.0,0.0,auto
38,14,197,centroid_connector,1,1.12000007629,1,1,60.0,1.12000007629,0.0,0.0,auto
39,15,171,centroid_connector,1,0.680000050863,1,1,60.0,0.680000050863,0.0,0.0,auto
40,15,189,centroid_connector,1,0.240000009537,1,1,60.0,0.240000009537,0.0,0.0,auto
41,16,195,centroid_connector,1,1.88000005086,1,1,60.0,1.88000005086,0.0,0.0,auto
42,16,224,centroid_connector,1,1.32000007629,1,1,60.0,1.32000007629,0.0,0.0,auto
43,17,173,centroid_connector,1,2.44000015259,1,1,60.0,2.44000015259,0.0,0.0,auto
44,17,187,centroid_connector,1,2.44000015259,1,1,60.0,2.44000015259,0.0,0.0,auto
45,18,174,centroid_connector,1,1.68000005086,1,1,60.0,1.68000005086,0.0,0.0,auto
46,18,186,centroid_connector,1,2.44000015259,1,1,60.0,2.44000015259,0.0,0.0,auto
47,19,190,centroid_connector,1,1.88000005086,1,1,60.0,1.88000005086,0.0,0.0,auto
48,19,220,centroid_connector,1,1.28000005086,1,1,60.0,1.28000005086,0.0,0.0,auto
49,20,177,centroid_connector,1,2.16000010173,1,1,60.0,2.16000010173,0.0,0.0,auto
50,20,183,centroid_connector,1,2.52000020345,1,1,60.0,2.52000020345,0.0,0.0,auto
51,21,182,centroid_connector,1,0.760000038147,1,1,60.0,0.760000038147,0.0,0.0,auto
52,21,213,centroid_connector,1,3.76000010173,1,1,60.0,3.76000010173,0.0,0.0,auto
53,22,262,centroid_connector,1,0.680000050863,1,1,60.0,0.680000050863,0.0,0.0,auto
54,23,278,centroid_connector,1,0.560000038147,1,1,60.0,0.560000038147,0.0,0.0,auto
55,24,266,centroid_connector,1,1.12000007629,1,1,60.0,1.12000007629,0.0,0.0,auto
56,24,277,centroid_connector,1,1.12000007629,1,1,60.0,1.12000007629,0.0,0.0,auto
57,25,212,centroid_connector,1,0.8,1,1,60.0,0.8,0.0,0.0,auto
58,25,354,centroid_connector,1,2.64000015259,1,1,60.0,2.64000015259,0.0,0.0,auto
59,26,260,centroid_connector,1,0.520000012716,1,1,60.0,0.520000012716,0.0,0.0,auto
60,27,285,centroid_connector,1,1.12000007629,1,1,60.0,1.12000007629,0.0,0.0,auto
61,28,225,centroid_connector,1,1.48000005086,1,1,60.0,1.48000005086,0.0,0.0,auto
62,28,238,centroid_connector,1,1.88000005086,1,1,60.0,1.88000005086,0.0,0.0,auto
63,29,230,centroid_connector,1,0.520000012716,1,1,60.0,0.520000012716,0.0,0.0,auto
64,30,240,centroid_connector,1,1.04000002543,1,1,60.0,1.04000002543,0.0,0.0,auto
65,30,245,centroid_connector,1,3.92000020345,1,1,60.0,3.92000020345,0.0,0.0,auto
66,31,237,centroid_connector,1,3.80000025431,1,1,60.0,3.80000025431,0.0,0.0,auto
67,31,239,centroid_connector,1,1.64000002543,1,1,60.0,1.64000002543,0.0,0.0,auto
68,32,243,centroid_connector,1,0.520000012716,1,1,60.0,0.520000012716,0.0,0.0,auto
69,33,273,centroid_connector,1,1.12000007629,1,1,60.0,1.12000007629,0.0,0.0,auto
70,33,274,centroid_connector,1,1.12000007629,1,1,60.0,1.12000007629,0.0,0.0,auto
71,33,294,centroid_connector,1,0.960000038147,1,1,60.0,0.960000038147,0.0,0.0,auto
72,33,295,centroid_connector,1,1.2,1,1,60.0,1.2,0.0,0.0,auto
73,34,272,centroid_connector,1,0.840000025431,1,1,60.0,0.840000025431,0.0,0.0,auto
74,35,293,centroid_connector,1,0.560000038147,1,1,60.0,0.560000038147,0.0,0.0,auto
75,36,300,centroid_connector,1,0.6,1,1,60.0,0.6,0.0,0.0,auto
76,37,305,centroid_connector,1,0.840000025431,1,1,60.0,0.840000025431,0.0,0.0,auto
77,38,289,centroid_connector,1,2.56000010173,1,1,60.0,2.56000010173,0.0,0.0,auto
78,38,336,centroid_connector,1,2.96000010173,1,1,60.0,2.96000010173,0.0,0.0,auto
79,38,340,centroid_connector,1,2.56000010173,1,1,60.0,2.56000010173,0.0,0.0,auto
80,38,341,centroid_connector,1,2.96000010173,1,1,60.0,2.96000010173,0.0,0.0,auto
81,39,327,centroid_connector,1,0.560000038147,1,1,60.0,0.560000038147,0.0,0.0,auto
82,40,329,centroid_connector,1,0.6,1,1,60.0,0.6,0.0,0.0,auto
83,41,311,centroid_connector,1,0.480000019073,1,1,60.0,0.480000019073,0.0,0.0,auto
84,42,312,centroid_connector,1,1.52000007629,1,1,60.0,1.52000007629,0.0,0.0,auto
85,42,313,centroid_connector,1,1.32000007629,1,1,60.0,1.32000007629,0.0,0.0,auto
86,43,332,centroid_connector,1,0.920000012716,1,1,60.0,0.920000012716,0.0,0.0,auto
87,44,319,centroid_connector,1,1.76000010173,1,1,60.0,1.76000010173,0.0,0.0,auto
88,45,339,centroid_connector,1,1.68000005086,1,1,60.0,1.68000005086,0.0,0.0,auto
89,46,321,centroid_connector,1,0.760000038147,1,1,60.0,0.760000038147,0.0,0.0,auto
90,46,334,centroid_connector,1,0.760000038147,1,1,60.0,0.760000038147,0.0,0.0,auto
91,47,360,centroid_connector,1,0.4,1,1,60.0,0.4,0.0,0.0,auto
92,47,361,centroid_connector,1,0.4,1,1,60.0,0.4,0.0,0.0,auto
93,47,362,centroid_connector,1,1.2,1,1,60.0,1.2,0.0,0.0,auto
94,48,376,centroid_connector,1,0.720000012716,1,1,60.0,0.720000012716,0.0,0.0,auto
95,49,447,centroid_connector,1,0.440000025431,1,1,60.0,0.440000025431,0.0,0.0,auto
96,50,378,centroid_connector,1,1.52000007629,1,1,60.0,1.52000007629,0.0,0.0,auto
97,51,377,centroid_connector,1,1.48000005086,1,1,60.0,1.48000005086,0.0,0.0,auto
98,51,382,centroid_connector,1,1.00000006358,1,1,60.0,1.00000006358,0.0,0.0,auto
99,52,383,centroid_connector,1,1.08000005086,1,1,60.0,1.08000005086,0.0,0.0,auto
100,52,443,centroid_connector,1,0.920000012716,1,1,60.0,0.920000012716,0.0,0.0,auto
101,52,444,centroid_connector,1,1.4,1,1,60.0,1.4,0.0,0.0,auto
102,52,446,centroid_connector,1,1.36000010173,1,1,60.0,1.36000010173,0.0,0.0,auto
103,53,405,centroid_connector,1,0.840000025431,1,1,60.0,0.840000025431,0.0,0.0,auto
104,54,394,centroid_connector,1,1.36000010173,1,1,60.0,1.36000010173,0.0,0.0,auto
105,54,400,centroid_connector,1,0.840000025431,1,1,60.0,0.840000025431,0.0,0.0,auto
106,54,404,centroid_connector,1,0.960000038147,1,1,60.0,0.960000038147,0.0,0.0,auto
107,55,395,centroid_connector,1,1.32000007629,1,1,60.0,1.32000007629,0.0,0.0,auto
108,55,434,centroid_connector,1,3.80000025431,1,1,60.0,3.80000025431,0.0,0.0,auto
109,55,1035,centroid_connector,1,1.16000010173,1,1,60.0,1.16000010173,0.0,0.0,auto
110,56,393,centroid_connector,1,1.68000005086,1,1,60.0,1.68000005086,0.0,0.0,auto
111,56,435,centroid_connector,1,3.40000025431,1,1,60.0,3.40000025431,0.0,0.0,auto
112,57,406,centroid_connector,1,0.880000050863,1,1,60.0,0.880000050863,0.0,0.0,auto
113,58,407,centroid_connector,1,0.760000038147,1,1,60.0,0.760000038147,0.0,0.0,auto
114,58,432,centroid_connector,1,5.28000030518,1,1,60.0,5.28000030518,0.0,0.0,auto
