o_zone_id,d_zone_id,volume,period,agent_type
34,53,343.75,AM,auto
34,7,343.75,AM,auto
34,28,343.75,AM,auto
34,18,343.75,AM,auto
34,51,343.75,AM,auto
34,69,343.75,AM,auto
34,68,343.75,AM,auto
34,37,343.75,AM,auto
63,8,343.75,AM,auto
63,31,343.75,AM,auto
63,2,343.75,AM,auto
63,61,343.75,AM,auto
63,48,343.75,AM,auto
63,58,343.75,AM,auto
63,32,343.75,AM,auto
63,54,343.75,AM,auto
52,21,343.75,AM,auto
52,55,343.75,AM,auto
52,76,343.75,AM,auto
52,42,343.75,AM,auto
52,19,343.75,AM,auto
52,34,343.75,AM,auto
52,68,343.75,AM,auto
52,17,343.75,AM,auto
44,35,343.75,AM,auto
44,68,343.75,AM,auto
44,70,343.75,AM,auto
44,7,343.75,AM,auto
44,20,343.75,AM,auto
44,23,343.75,AM,auto
44,1,343.75,AM,auto
44,27,343.75,AM,auto
71,20,343.75,AM,auto
71,17,343.75,AM,auto
71,11,343.75,AM,auto
71,46,343.75,AM,auto
71,35,343.75,AM,auto
71,68,343.75,AM,auto
71,13,343.75,AM,auto
71,62,343.75,AM,auto
12,61,343.75,AM,auto
12,11,343.75,AM,auto
12,71,343.75,AM,auto
12,66,343.75,AM,auto
12,40,343.75,AM,auto
12,3,343.75,AM,auto
12,26,343.75,AM,auto
12,55,343.75,AM,auto
62,25,343.75,AM,auto
62,12,343.75,AM,auto
62,57,343.75,AM,auto
62,27,343.75,AM,auto
62,5,343.75,AM,auto
62,71,343.75,AM,auto
62,53,343.75,AM,auto
62,69,343.75,AM,auto
29,65,343.75,AM,auto
29,21,343.75,AM,auto
29,41,343.75,AM,auto
29,42,343.75,AM,auto
29,74,343.75,AM,auto
29,53,343.75,AM,auto
29,10,343.75,AM,auto
29,72,343.75,AM,auto
