node_id,node_type,zone_id,x_coord,y_coord
1,centroid,1,0,0
2,centroid,2,0,0
3,centroid,3,0,0
4,centroid,4,0,0
5,centroid,5,0,0
6,centroid,6,0,0
7,centroid,7,0,0
8,centroid,8,0,0
9,centroid,9,0,0
10,centroid,10,0,0
11,centroid,11,0,0
12,centroid,12,0,0
13,centroid,13,0,0
14,centroid,14,0,0
15,centroid,15,0,0
16,centroid,16,0,0
17,centroid,17,0,0
18,centroid,18,0,0
19,centroid,19,0,0
20,centroid,20,0,0
21,centroid,21,0,0
22,centroid,22,0,0
23,centroid,23,0,0
24,centroid,24,0,0
25,centroid,25,0,0
26,centroid,26,0,0
27,centroid,27,0,0
28,centroid,28,0,0
29,centroid,29,0,0
30,centroid,30,0,0
31,centroid,31,0,0
32,centroid,32,0,0
33,centroid,33,0,0
34,centroid,34,0,0
35,centroid,35,0,0
36,centroid,36,0,0
37,centroid,37,0,0
38,centroid,38,0,0
39,centroid,39,0,0
40,centroid,40,0,0
41,centroid,41,0,0
42,centroid,42,0,0
43,centroid,43,0,0
44,centroid,44,0,0
45,centroid,45,0,0
46,centroid,46,0,0
47,centroid,47,0,0
48,centroid,48,0,0
49,centroid,49,0,0
50,centroid,50,0,0
51,centroid,51,0,0
52,centroid,52,0,0
53,centroid,53,0,0
54,centroid,54,0,0
55,centroid,55,0,0
56,centroid,56,0,0
57,centroid,57,0,0
58,centroid,58,0,0
59,centroid,59,0,0
60,centroid,60,0,0
61,centroid,61,0,0
62,centroid,62,0,0
63,centroid,63,0,0
64,centroid,64,0,0
65,centroid,65,0,0
66,centroid,66,0,0
67,centroid,67,0,0
68,centroid,68,0,0
69,centroid,69,0,0
70,centroid,70,0,0
71,centroid,71,0,0
72,centroid,72,0,0
73,centroid,73,0,0
74,centroid,74,0,0
