link_id,from_node_id,to_node_id,link_type,directed,length,lanes,capacity,free_speed,vdf_fftt,vdf_alpha,vdf_beta,allowed_uses
1,1,547,centroid_connector,1,0.862670,1,49500.0000,30.0000,1.725340,0.15,4.0,auto
2,2,548,centroid_connector,1,0.862670,1,49500.0000,30.0000,1.725340,0.15,4.0,auto
3,3,549,centroid_connector,1,0.862670,1,49500.0000,30.0000,1.725340,0.15,4.0,auto
4,4,550,centroid_connector,1,0.862670,1,49500.0000,30.0000,1.725340,0.15,4.0,auto
5,5,551,centroid_connector,1,0.862670,1,49500.0000,30.0000,1.725340,0.15,4.0,auto
6,6,552,centroid_connector,1,0.862670,1,49500.0000,30.0000,1.725340,0.15,4.0,auto
7,7,553,centroid_connector,1,0.862670,1,49500.0000,30.0000,1.725340,0.15,4.0,auto
8,8,554,centroid_connector,1,0.862670,1,49500.0000,30.0000,1.725340,0.15,4.0,auto
9,9,555,centroid_connector,1,0.862670,1,49500.0000,30.0000,1.725340,0.15,4.0,auto
10,10,556,centroid_connector,1,0.862670,1,49500.0000,30.0000,1.725340,0.15,4.0,auto
11,11,557,centroid_connector,1,0.862670,1,49500.0000,30.0000,1.725340,0.15,4.0,auto
12,12,558,centroid_connector,1,0.862670,1,49500.0000,30.0000,1.725340,0.15,4.0,auto
13,13,559,centroid_connector,1,0.862670,1,49500.0000,30.0000,1.725340,0.15,4.0,auto
14,14,560,centroid_connector,1,0.862670,1,49500.0000,30.0000,1.725340,0.15,4.0,auto
15,15,561,centroid_connector,1,0.862670,1,49500.0000,30.0000,1.725340,0.15,4.0,auto
16,16,562,centroid_connector,1,0.862670,1,49500.0000,30.0000,1.725340,0.15,4.0,auto
17,17,563,centroid_connector,1,0.862670,1,49500.0000,30.0000,1.725340,0.15,4.0,auto
18,18,564,centroid_connector,1,0.862670,1,49500.0000,30.0000,1.725340,0.15,4.0,auto
19,19,565,centroid_connector,1,0.862670,1,49500.0000,30.0000,1.725340,0.15,4.0,auto
20,20,566,centroid_connector,1,0.862670,1,49500.0000,30.0000,1.725340,0.15,4.0,auto
21,21,567,centroid_connector,1,0.862670,1,49500.0000,30.0000,1.725340,0.15,4.0,auto
22,22,568,centroid_connector,1,0.862670,1,49500.0000,30.0000,1.725340,0.15,4.0,auto
23,23,569,centroid_connector,1,0.862670,1,49500.0000,30.0000,1.725340,0.15,4.0,auto
24,24,570,centroid_connector,1,0.862670,1,49500.0000,30.0000,1.725340,0.15,4.0,auto
25,25,571,centroid_connector,1,0.862670,1,49500.0000,30.0000,1.725340,0.15,4.0,auto
26,26,572,centroid_connector,1,0.862670,1,49500.0000,30.0000,1.725340,0.15,4.0,auto
27,27,573,centroid_connector,1,0.862670,1,49500.0000,30.0000,1.725340,0.15,4.0,auto
28,28,574,centroid_connector,1,0.862670,1,49500.0000,30.0000,1.725340,0.15,4.0,auto
29,29,575,centroid_connector,1,0.862670,1,49500.0000,30.0000,1.725340,0.15,4.0,auto
30,30,576,centroid_connector,1,0.862670,1,49500.0000,30.0000,1.725340,0.15,4.0,auto
31,31,577,centroid_connector,1,0.862670,1,49500.0000,30.0000,1.725340,0.15,4.0,auto
32,32,578,centroid_connector,1,0.862670,1,49500.0000,30.0000,1.725340,0.15,4.0,auto
33,33,579,centroid_connector,1,0.862670,1,49500.0000,30.0000,1.725340,0.15,4.0,auto
34,34,580,centroid_connector,1,0.862670,1,49500.0000,30.0000,1.725340,0.15,4.0,auto
35,35,581,centroid_connector,1,0.862670,1,49500.0000,30.0000,1.725340,0.15,4.0,auto
36,36,582,centroid_connector,1,0.862670,1,49500.0000,30.0000,1.725340,0.15,4.0,auto
37,37,583,centroid_connector,1,0.862670,1,49500.0000,30.0000,1.725340,0.15,4.0,auto
38,38,584,centroid_connector,1,0.862670,1,49500.0000,30.0000,1.725340,0.15,4.0,auto
39,39,585,centroid_connector,1,0.862670,1,49500.0000,30.0000,1.725340,0.15,4.0,auto
40,40,586,centroid_connector,1,0.862670,1,49500.0000,30.0000,1.725340,0.15,4.0,auto
41,41,587,centroid_connector,1,0.862670,1,49500.0000,30.0000,1.725340,0.15,4.0,auto
42,42,588,centroid_connector,1,0.862670,1,49500.0000,30.0000,1.725340,0.15,4.0,auto
43,43,589,centroid_connector,1,0.862670,1,49500.0000,30.0000,1.725340,0.15,4.0,auto
44,44,590,centroid_connector,1,0.862670,1,49500.0000,30.0000,1.725340,0.15,4.0,auto
45,45,591,centroid_connector,1,0.862670,1,49500.0000,30.0000,1.725340,0.15,4.0,auto
