o_zone_id,d_zone_id,volume,period,agent_type
91,65,687.5,AM,auto
91,100,687.5,AM,auto
91,81,687.5,AM,auto
91,147,687.5,AM,auto
91,26,687.5,AM,auto
91,45,687.5,AM,auto
91,78,687.5,AM,auto
91,153,687.5,AM,auto
120,97,687.5,AM,auto
120,30,687.5,AM,auto
120,37,687.5,AM,auto
120,137,687.5,AM,auto
120,22,687.5,AM,auto
120,138,687.5,AM,auto
120,66,687.5,AM,auto
120,127,687.5,AM,auto
144,58,687.5,AM,auto
144,25,687.5,AM,auto
144,18,687.5,AM,auto
144,91,687.5,AM,auto
144,122,687.5,AM,auto
144,52,687.5,AM,auto
144,75,687.5,AM,auto
144,109,687.5,AM,auto
69,73,687.5,AM,auto
69,80,687.5,AM,auto
69,124,687.5,AM,auto
69,8,687.5,AM,auto
69,54,687.5,AM,auto
69,147,687.5,AM,auto
69,85,687.5,AM,auto
69,129,687.5,AM,auto
40,51,687.5,AM,auto
40,4,687.5,AM,auto
40,31,687.5,AM,auto
40,109,687.5,AM,auto
40,20,687.5,AM,auto
40,22,687.5,AM,auto
40,156,687.5,AM,auto
40,143,687.5,AM,auto
74,4,687.5,AM,auto
74,62,687.5,AM,auto
74,118,687.5,AM,auto
74,121,687.5,AM,auto
74,155,687.5,AM,auto
74,126,687.5,AM,auto
74,83,687.5,AM,auto
74,9,687.5,AM,auto
99,134,687.5,AM,auto
99,109,687.5,AM,auto
99,114,687.5,AM,auto
99,91,687.5,AM,auto
99,67,687.5,AM,auto
99,35,687.5,AM,auto
99,93,687.5,AM,auto
99,149,687.5,AM,auto
12,33,687.5,AM,auto
12,34,687.5,AM,auto
12,89,687.5,AM,auto
12,25,687.5,AM,auto
12,47,687.5,AM,auto
12,144,687.5,AM,auto
12,26,687.5,AM,auto
12,130,687.5,AM,auto
