link_id,from_node_id,to_node_id,link_type,directed,length,lanes,capacity,free_speed,vdf_fftt,vdf_alpha,vdf_beta,allowed_uses
1,1,2,arterial,1,1.0,1,1000.0,30,2.0,0.15,4.0,auto
2,2,1,arterial,1,1.0,1,1000.0,30,2.0,0.15,4.0,auto
3,1,11,arterial,1,1.0,1,1000.0,30,2.0,0.15,4.0,auto
4,11,1,arterial,1,1.0,1,1000.0,30,2.0,0.15,4.0,auto
5,2,3,arterial,1,1.0,1,1000.0,30,2.0,0.15,4.0,auto
6,3,2,arterial,1,1.0,1,1000.0,30,2.0,0.15,4.0,auto
7,2,12,arterial,1,1.0,1,1000.0,30,2.0,0.15,4.0,auto
8,12,2,arterial,1,1.0,1,1000.0,30,2.0,0.15,4.0,auto
9,3,4,arterial,1,1.0,1,1000.0,30,2.0,0.15,4.0,auto
10,4,3,arterial,1,1.0,1,1000.0,30,2.0,0.15,4.0,auto
11,3,13,arterial,1,1.0,1,1000.0,30,2.0,0.15,4.0,auto
12,13,3,arterial,1,1.0,1,1000.0,30,2.0,0.15,4.0,auto
13,4,5,arterial,1,1.0,1,1000.0,30,2.0,0.15,4.0,auto
14,5,4,arterial,1,1.0,1,1000.0,30,2.0,0.15,4.0,auto
15,4,14,arterial,1,1.0,1,1000.0,30,2.0,0.15,4.0,auto
16,14,4,arterial,1,1.0,1,1000.0,30,2.0,0.15,4.0,auto
17,5,6,arterial,1,1.0,1,1000.0,30,2.0,0.15,4.0,auto
18,6,5,arterial,1,1.0,1,1000.0,30,2.0,0.15,4.0,auto
19,5,15,arterial,1,1.0,1,1000.0,30,2.0,0.15,4.0,auto
20,15,5,arterial,1,1.0,1,1000.0,30,2.0,0.15,4.0,auto
21,6,7,arterial,1,1.0,1,1000.0,30,2.0,0.15,4.0,auto
22,7,6,arterial,1,1.0,1,1000.0,30,2.0,0.15,4.0,auto
23,6,16,arterial,1,1.0,1,1000.0,30,2.0,0.15,4.0,auto
24,16,6,arterial,1,1.0,1,1000.0,30,2.0,0.15,4.0,auto
25,7,8,arterial,1,1.0,1,1000.0,30,2.0,0.15,4.0,auto
26,8,7,arterial,1,1.0,1,1000.0,30,2.0,0.15,4.0,auto
27,7,17,arterial,1,1.0,1,1000.0,30,2.0,0.15,4.0,auto
28,17,7,arterial,1,1.0,1,1000.0,30,2.0,0.15,4.0,auto
29,8,9,arterial,1,1.0,1,1000.0,30,2.0,0.15,4.0,auto
30,9,8,arterial,1,1.0,1,1000.0,30,2.0,0.15,4.0,auto
31,8,18,arterial,1,1.0,1,1000.0,30,2.0,0.15,4.0,auto
32,18,8,arterial,1,1.0,1,1000.0,30,2.0,0.15,4.0,auto
33,9,10,arterial,1,1.0,1,1000.0,30,2.0,0.15,4.0,auto
34,10,9,arterial,1,1.0,1,1000.0,30,2.0,0.15,4.0,auto
35,9,19,arterial,1,1.0,1,1000.0,30,2.0,0.15,4.0,auto
36,19,9,arterial,1,1.0,1,1000.0,30,2.0,0.15,4.0,auto
37,10,20,arterial,1,1.0,1,1000.0,30,2.0,0.15,4.0,auto
38,20,10,arterial,1,1.0,1,1000.0,30,2.0,0.15,4.0,auto
39,11,12,arterial,1,1.0,1,1000.0,30,2.0,0.15,4.0,auto
40,12,11,arterial,1,1.0,1,1000.0,30,2.0,0.15,4.0,auto
41,11,21,arterial,1,1.0,1,1000.0,30,2.0,0.15,4.0,auto
42,21,11,arterial,1,1.0,1,1000.0,30,2.0,0.15,4.0,auto
43,12,13,arterial,1,1.0,1,1000.0,30,2.0,0.15,4.0,auto
44,13,12,arterial,1,1.0,1,1000.0,30,2.0,0.15,4.0,auto
45,12,22,arterial,1,1.0,1,1000.0,30,2.0,0.15,4.0,auto
46,22,12,arterial,1,1.0,1,1000.0,30,2.0,0.15,4.0,auto
47,13,14,arterial,1,1.0,1,1000.0,30,2.0,0.15,4.0,auto
48,14,13,arterial,1,1.0,1,1000.0,30,2.0,0.15,4.0,auto
49,13,23,arterial,1,1.0,1,1000.0,30,2.0,0.15,4.0,auto
50,23,13,arterial,1,1.0,1,1000.0,30,2.0,0.15,4.0,auto
51,14,15,arterial,1,1.0,1,1000.0,30,2.0,0.15,4.0,auto
52,15,14,arterial,1,1.0,1,1000.0,30,2.0,0.15,4.0,auto
53,14,24,arterial,1,1.0,1,1000.0,30,2.0,0.15,4.0,auto
54,24,14,arterial,1,1.0,1,1000.0,30,2.0,0.15,4.0,auto
55,15,16,arterial,1,1.0,1,1000.0,30,2.0,0.15,4.0,auto
56,16,15,arterial,1,1.0,1,1000.0,30,2.0,0.15,4.0,auto
57,15,25,arterial,1,1.0,1,1000.0,30,2.0,0.15,4.0,auto
58,25,15,arterial,1,1.0,1,1000.0,30,2.0,0.15,4.0,auto
59,16,17,arterial,1,1.0,1,1000.0,30,2.0,0.15,4.0,auto
60,17,16,arterial,1,1.0,1,1000.0,30,2.0,0.15,4.0,auto
61,16,26,arterial,1,1.0,1,1000.0,30,2.0,0.15,4.0,auto
62,26,16,arterial,1,1.0,1,1000.0,30,2.0,0.15,4.0,auto
63,17,18,arterial,1,1.0,1,1000.0,30,2.0,0.15,4.0,auto
64,18,17,arterial,1,1.0,1,1000.0,30,2.0,0.15,4.0,auto
65,17,27,arterial,1,1.0,1,1000.0,30,2.0,0.15,4.0,auto
66,27,17,arterial,1,1.0,1,1000.0,30,2.0,0.15,4.0,auto
67,18,19,arterial,1,1.0,1,1000.0,30,2.0,0.15,4.0,auto
68,19,18,arterial,1,1.0,1,1000.0,30,2.0,0.15,4.0,auto
69,18,28,arterial,1,1.0,1,1000.0,30,2.0,0.15,4.0,auto
70,28,18,arterial,1,1.0,1,1000.0,30,2.0,0.15,4.0,auto
71,19,20,arterial,1,1.0,1,1000.0,30,2.0,0.15,4.0,auto
72,20,19,arterial,1,1.0,1,1000.0,30,2.0,0.15,4.0,auto
73,19,29,arterial,1,1.0,1,1000.0,30,2.0,0.15,4.0,auto
74,29,19,arterial,1,1.0,1,1000.0,30,2.0,0.15,4.0,auto
75,20,30,arterial,1,1.0,1,1000.0,30,2.0,0.15,4.0,auto
76,30,20,arterial,1,1.0,1,1000.0,30,2.0,0.15,4.0,auto
77,21,22,arterial,1,1.0,1,1000.0,30,2.0,0.15,4.0,auto
78,22,21,arterial,1,1.0,1,1000.0,30,2.0,0.15,4.0,auto
79,21,31,arterial,1,1.0,1,1000.0,30,2.0,0.15,4.0,auto
80,31,21,arterial,1,1.0,1,1000.0,30,2.0,0.15,4.0,auto
81,22,23,arterial,1,1.0,1,1000.0,30,2.0,0.15,4.0,auto
82,23,22,arterial,1,1.0,1,1000.0,30,2.0,0.15,4.0,auto
83,22,32,arterial,1,1.0,1,1000.0,30,2.0,0.15,4.0,auto
84,32,22,arterial,1,1.0,1,1000.0,30,2.0,0.15,4.0,auto
85,23,24,arterial,1,1.0,1,1000.0,30,2.0,0.15,4.0,auto
86,24,23,arterial,1,1.0,1,1000.0,30,2.0,0.15,4.0,auto
87,23,33,arterial,1,1.0,1,1000.0,30,2.0,0.15,4.0,auto
88,33,23,arterial,1,1.0,1,1000.0,30,2.0,0.15,4.0,auto
89,24,25,arterial,1,1.0,1,1000.0,30,2.0,0.15,4.0,auto
90,25,24,arterial,1,1.0,1,1000.0,30,2.0,0.15,4.0,auto
91,24,34,arterial,1,1.0,1,1000.0,30,2.0,0.15,4.0,auto
92,34,24,arterial,1,1.0,1,1000.0,30,2.0,0.15,4.0,auto
93,25,26,arterial,1,1.0,1,1000.0,30,2.0,0.15,4.0,auto
94,26,25,arterial,1,1.0,1,1000.0,30,2.0,0.15,4.0,auto
95,25,35,arterial,1,1.0,1,1000.0,30,2.0,0.15,4.0,auto
96,35,25,arterial,1,1.0,1,1000.0,30,2.0,0.15,4.0,auto
97,26,27,arterial,1,1.0,1,1000.0,30,2.0,0.15,4.0,auto
98,27,26,arterial,1,1.0,1,1000.0,30,2.0,0.15,4.0,auto
99,26,36,arterial,1,1.0,1,1000.0,30,2.0,0.15,4.0,auto
100,36,26,arterial,1,1.0,1,1000.0,30,2.0,0.15,4.0,auto
101,27,28,arterial,1,1.0,1,1000.0,30,2.0,0.15,4.0,auto
102,28,27,arterial,1,1.0,1,1000.0,30,2.0,0.15,4.0,auto
103,27,37,arterial,1,1.0,1,1000.0,30,2.0,0.15,4.0,auto
104,37,27,arterial,1,1.0,1,1000.0,30,2.0,0.15,4.0,auto
105,28,29,arterial,1,1.0,1,1000.0,30,2.0,0.15,4.0,auto
106,29,28,arterial,1,1.0,1,1000.0,30,2.0,0.15,4.0,auto
107,28,38,arterial,1,1.0,1,1000.0,30,2.0,0.15,4.0,auto
108,38,28,arterial,1,1.0,1,1000.0,30,2.0,0.15,4.0,auto
109,29,30,arterial,1,1.0,1,1000.0,30,2.0,0.15,4.0,auto
110,30,29,arterial,1,1.0,1,1000.0,30,2.0,0.15,4.0,auto
111,29,39,arterial,1,1.0,1,1000.0,30,2.0,0.15,4.0,auto
112,39,29,arterial,1,1.0,1,1000.0,30,2.0,0.15,4.0,auto
113,30,40,arterial,1,1.0,1,1000.0,30,2.0,0.15,4.0,auto
114,40,30,arterial,1,1.0,1,1000.0,30,2.0,0.15,4.0,auto
115,31,32,arterial,1,1.0,1,1000.0,30,2.0,0.15,4.0,auto
116,32,31,arterial,1,1.0,1,1000.0,30,2.0,0.15,4.0,auto
117,31,41,arterial,1,1.0,1,1000.0,30,2.0,0.15,4.0,auto
118,41,31,arterial,1,1.0,1,1000.0,30,2.0,0.15,4.0,auto
119,32,33,arterial,1,1.0,1,1000.0,30,2.0,0.15,4.0,auto
120,33,32,arterial,1,1.0,1,1000.0,30,2.0,0.15,4.0,auto
121,32,42,arterial,1,1.0,1,1000.0,30,2.0,0.15,4.0,auto
122,42,32,arterial,1,1.0,1,1000.0,30,2.0,0.15,4.0,auto
123,33,34,arterial,1,1.0,1,1000.0,30,2.0,0.15,4.0,auto
124,34,33,arterial,1,1.0,1,1000.0,30,2.0,0.15,4.0,auto
125,33,43,arterial,1,1.0,1,1000.0,30,2.0,0.15,4.0,auto
126,43,33,arterial,1,1.0,1,1000.0,30,2.0,0.15,4.0,auto
127,34,35,arterial,1,1.0,1,1000.0,30,2.0,0.15,4.0,auto
128,35,34,arterial,1,1.0,1,1000.0,30,2.0,0.15,4.0,auto
129,34,44,arterial,1,1.0,1,1000.0,30,2.0,0.15,4.0,auto
130,44,34,arterial,1,1.0,1,1000.0,30,2.0,0.15,4.0,auto
131,35,36,arterial,1,1.0,1,1000.0,30,2.0,0.15,4.0,auto
132,36,35,arterial,1,1.0,1,1000.0,30,2.0,0.15,4.0,auto
133,35,45,arterial,1,1.0,1,1000.0,30,2.0,0.15,4.0,auto
134,45,35,arterial,1,1.0,1,1000.0,30,2.0,0.15,4.0,auto
135,36,37,arterial,1,1.0,1,1000.0,30,2.0,0.15,4.0,auto
136,37,36,arterial,1,1.0,1,1000.0,30,2.0,0.15,4.0,auto
137,36,46,arterial,1,1.0,1,1000.0,30,2.0,0.15,4.0,auto
138,46,36,arterial,1,1.0,1,1000.0,30,2.0,0.15,4.0,auto
139,37,38,arterial,1,1.0,1,1000.0,30,2.0,0.15,4.0,auto
140,38,37,arterial,1,1.0,1,1000.0,30,2.0,0.15,4.0,auto
141,37,47,arterial,1,1.0,1,1000.0,30,2.0,0.15,4.0,auto
142,47,37,arterial,1,1.0,1,1000.0,30,2.0,0.15,4.0,auto
143,38,39,arterial,1,1.0,1,1000.0,30,2.0,0.15,4.0,auto
144,39,38,arterial,1,1.0,1,1000.0,30,2.0,0.15,4.0,auto
145,38,48,arterial,1,1.0,1,1000.0,30,2.0,0.15,4.0,auto
146,48,38,arterial,1,1.0,1,1000.0,30,2.0,0.15,4.0,auto
147,39,40,arterial,1,1.0,1,1000.0,30,2.0,0.15,4.0,auto
148,40,39,arterial,1,1.0,1,1000.0,30,2.0,0.15,4.0,auto
149,39,49,arterial,1,1.0,1,1000.0,30,2.0,0.15,4.0,auto
150,49,39,arterial,1,1.0,1,1000.0,30,2.0,0.15,4.0,auto
151,40,50,arterial,1,1.0,1,1000.0,30,2.0,0.15,4.0,auto
152,50,40,arterial,1,1.0,1,1000.0,30,2.0,0.15,4.0,auto
153,41,42,arterial,1,1.0,1,1000.0,30,2.0,0.15,4.0,auto
154,42,41,arterial,1,1.0,1,1000.0,30,2.0,0.15,4.0,auto
155,41,51,arterial,1,1.0,1,1000.0,30,2.0,0.15,4.0,auto
156,51,41,arterial,1,1.0,1,1000.0,30,2.0,0.15,4.0,auto
157,42,43,arterial,1,1.0,1,1000.0,30,2.0,0.15,4.0,auto
158,43,42,arterial,1,1.0,1,1000.0,30,2.0,0.15,4.0,auto
159,42,52,arterial,1,1.0,1,1000.0,30,2.0,0.15,4.0,auto
160,52,42,arterial,1,1.0,1,1000.0,30,2.0,0.15,4.0,auto
161,43,44,arterial,1,1.0,1,1000.0,30,2.0,0.15,4.0,auto
162,44,43,arterial,1,1.0,1,1000.0,30,2.0,0.15,4.0,auto
163,43,53,arterial,1,1.0,1,1000.0,30,2.0,0.15,4.0,auto
164,53,43,arterial,1,1.0,1,1000.0,30,2.0,0.15,4.0,auto
165,44,45,arterial,1,1.0,1,1000.0,30,2.0,0.15,4.0,auto
166,45,44,arterial,1,1.0,1,1000.0,30,2.0,0.15,4.0,auto
167,44,54,arterial,1,1.0,1,1000.0,30,2.0,0.15,4.0,auto
168,54,44,arterial,1,1.0,1,1000.0,30,2.0,0.15,4.0,auto
169,45,46,arterial,1,1.0,1,1000.0,30,2.0,0.15,4.0,auto
170,46,45,arterial,1,1.0,1,1000.0,30,2.0,0.15,4.0,auto
171,45,55,arterial,1,1.0,1,1000.0,30,2.0,0.15,4.0,auto
172,55,45,arterial,1,1.0,1,1000.0,30,2.0,0.15,4.0,auto
173,46,47,arterial,1,1.0,1,1000.0,30,2.0,0.15,4.0,auto
174,47,46,arterial,1,1.0,1,1000.0,30,2.0,0.15,4.0,auto
175,46,56,arterial,1,1.0,1,1000.0,30,2.0,0.15,4.0,auto
176,56,46,arterial,1,1.0,1,1000.0,30,2.0,0.15,4.0,auto
177,47,48,arterial,1,1.0,1,1000.0,30,2.0,0.15,4.0,auto
178,48,47,arterial,1,1.0,1,1000.0,30,2.0,0.15,4.0,auto
179,47,57,arterial,1,1.0,1,1000.0,30,2.0,0.15,4.0,auto
180,57,47,arterial,1,1.0,1,1000.0,30,2.0,0.15,4.0,auto
181,48,49,arterial,1,1.0,1,1000.0,30,2.0,0.15,4.0,auto
182,49,48,arterial,1,1.0,1,1000.0,30,2.0,0.15,4.0,auto
183,48,58,arterial,1,1.0,1,1000.0,30,2.0,0.15,4.0,auto
184,58,48,arterial,1,1.0,1,1000.0,30,2.0,0.15,4.0,auto
185,49,50,arterial,1,1.0,1,1000.0,30,2.0,0.15,4.0,auto
186,50,49,arterial,1,1.0,1,1000.0,30,2.0,0.15,4.0,auto
187,49,59,arterial,1,1.0,1,1000.0,30,2.0,0.15,4.0,auto
188,59,49,arterial,1,1.0,1,1000.0,30,2.0,0.15,4.0,auto
189,50,60,arterial,1,1.0,1,1000.0,30,2.0,0.15,4.0,auto
190,60,50,arterial,1,1.0,1,1000.0,30,2.0,0.15,4.0,auto
191,51,52,arterial,1,1.0,1,1000.0,30,2.0,0.15,4.0,auto
192,52,51,arterial,1,1.0,1,1000.0,30,2.0,0.15,4.0,auto
193,51,61,arterial,1,1.0,1,1000.0,30,2.0,0.15,4.0,auto
194,61,51,arterial,1,1.0,1,1000.0,30,2.0,0.15,4.0,auto
195,52,53,arterial,1,1.0,1,1000.0,30,2.0,0.15,4.0,auto
196,53,52,arterial,1,1.0,1,1000.0,30,2.0,0.15,4.0,auto
197,52,62,arterial,1,1.0,1,1000.0,30,2.0,0.15,4.0,auto
198,62,52,arterial,1,1.0,1,1000.0,30,2.0,0.15,4.0,auto
199,53,54,arterial,1,1.0,1,1000.0,30,2.0,0.15,4.0,auto
200,54,53,arterial,1,1.0,1,1000.0,30,2.0,0.15,4.0,auto
201,53,63,arterial,1,1.0,1,1000.0,30,2.0,0.15,4.0,auto
202,63,53,arterial,1,1.0,1,1000.0,30,2.0,0.15,4.0,auto
203,54,55,arterial,1,1.0,1,1000.0,30,2.0,0.15,4.0,auto
