link_id,from_node_id,to_node_id,link_type,directed,length,lanes,capacity,free_speed,vdf_fftt,vdf_alpha,vdf_beta,allowed_uses
1,1,2,arterial,1,1.0,1,1000.0,30,2.009832,0.15,4.0,auto
2,1,25,arterial,1,1.0,1,1000.0,30,2.019343,0.15,4.0,auto
3,2,3,arterial,1,1.0,1,1000.0,30,2.023615,0.15,4.0,auto
4,2,26,arterial,1,1.0,1,1000.0,30,2.035396,0.15,4.0,auto
5,3,4,arterial,1,1.0,1,1000.0,30,2.019192,0.15,4.0,auto
6,3,27,arterial,1,1.0,1,1000.0,30,2.033786,0.15,4.0,auto
7,4,5,arterial,1,1.0,1,1000.0,30,1.96232,0.15,4.0,auto
8,4,28,arterial,1,1.0,1,1000.0,30,1.99725,0.15,4.0,auto
9,5,6,arterial,1,1.0,1,1000.0,30,2.035469,0.15,4.0,auto
10,5,29,arterial,1,1.0,1,1000.0,30,2.011918,0.15,4.0,auto
11,6,7,arterial,1,1.0,1,1000.0,30,2.032072,0.15,4.0,auto
12,6,30,arterial,1,1.0,1,1000.0,30,1.969056,0.15,4.0,auto
13,7,8,arterial,1,1.0,1,1000.0,30,1.997526,0.15,4.0,auto
14,7,31,arterial,1,1.0,1,1000.0,30,1.979726,0.15,4.0,auto
15,8,9,arterial,1,1.0,1,1000.0,30,2.003501,0.15,4.0,auto
16,8,32,arterial,1,1.0,1,1000.0,30,2.005915,0.15,4.0,auto
17,9,10,arterial,1,1.0,1,1000.0,30,1.961049,0.15,4.0,auto
18,9,33,arterial,1,1.0,1,1000.0,30,1.977338,0.15,4.0,auto
19,10,11,arterial,1,1.0,1,1000.0,30,1.982359,0.15,4.0,auto
20,10,34,arterial,1,1.0,1,1000.0,30,2.033308,0.15,4.0,auto
21,11,12,arterial,1,1.0,1,1000.0,30,2.021258,0.15,4.0,auto
22,11,35,arterial,1,1.0,1,1000.0,30,1.972768,0.15,4.0,auto
23,12,13,arterial,1,1.0,1,1000.0,30,2.023772,0.15,4.0,auto
24,12,36,arterial,1,1.0,1,1000.0,30,1.971101,0.15,4.0,auto
25,13,14,arterial,1,1.0,1,1000.0,30,2.009396,0.15,4.0,auto
26,13,37,arterial,1,1.0,1,1000.0,30,1.970136,0.15,4.0,auto
27,14,15,arterial,1,1.0,1,1000.0,30,1.960142,0.15,4.0,auto
28,14,38,arterial,1,1.0,1,1000.0,30,2.029712,0.15,4.0,auto
29,15,16,arterial,1,1.0,1,1000.0,30,1.976757,0.15,4.0,auto
30,15,39,arterial,1,1.0,1,1000.0,30,1.977238,0.15,4.0,auto
31,16,17,arterial,1,1.0,1,1000.0,30,2.038594,0.15,4.0,auto
32,16,40,arterial,1,1.0,1,1000.0,30,2.029793,0.15,4.0,auto
33,17,18,arterial,1,1.0,1,1000.0,30,1.983144,0.15,4.0,auto
34,17,41,arterial,1,1.0,1,1000.0,30,2.036918,0.15,4.0,auto
35,18,19,arterial,1,1.0,1,1000.0,30,2.003138,0.15,4.0,auto
36,18,42,arterial,1,1.0,1,1000.0,30,2.014226,0.15,4.0,auto
37,19,20,arterial,1,1.0,1,1000.0,30,1.976382,0.15,4.0,auto
38,19,43,arterial,1,1.0,1,1000.0,30,2.035278,0.15,4.0,auto
39,20,21,arterial,1,1.0,1,1000.0,30,2.015251,0.15,4.0,auto
40,20,44,arterial,1,1.0,1,1000.0,30,2.037325,0.15,4.0,auto
41,21,22,arterial,1,1.0,1,1000.0,30,2.031499,0.15,4.0,auto
42,21,45,arterial,1,1.0,1,1000.0,30,1.983903,0.15,4.0,auto
43,22,23,arterial,1,1.0,1,1000.0,30,1.988895,0.15,4.0,auto
44,22,46,arterial,1,1.0,1,1000.0,30,1.973276,0.15,4.0,auto
45,23,24,arterial,1,1.0,1,1000.0,30,1.971656,0.15,4.0,auto
46,23,47,arterial,1,1.0,1,1000.0,30,1.965211,0.15,4.0,auto
47,24,48,arterial,1,1.0,1,1000.0,30,2.008249,0.15,4.0,auto
48,25,26,arterial,1,1.0,1,1000.0,30,1.960271,0.15,4.0,auto
49,25,49,arterial,1,1.0,1,1000.0,30,2.014235,0.15,4.0,auto
50,26,27,arterial,1,1.0,1,1000.0,30,1.987032,0.15,4.0,auto
51,26,50,arterial,1,1.0,1,1000.0,30,1.984797,0.15,4.0,auto
52,27,28,arterial,1,1.0,1,1000.0,30,2.025481,0.15,4.0,auto
53,27,51,arterial,1,1.0,1,1000.0,30,1.99846,0.15,4.0,auto
54,28,29,arterial,1,1.0,1,1000.0,30,1.985263,0.15,4.0,auto
55,28,52,arterial,1,1.0,1,1000.0,30,1.998497,0.15,4.0,auto
56,29,30,arterial,1,1.0,1,1000.0,30,2.016374,0.15,4.0,auto
57,29,53,arterial,1,1.0,1,1000.0,30,1.96456,0.15,4.0,auto
58,30,31,arterial,1,1.0,1,1000.0,30,2.038008,0.15,4.0,auto
59,30,54,arterial,1,1.0,1,1000.0,30,1.961829,0.15,4.0,auto
60,31,32,arterial,1,1.0,1,1000.0,30,2.019984,0.15,4.0,auto
61,31,55,arterial,1,1.0,1,1000.0,30,2.02759,0.15,4.0,auto
62,32,33,arterial,1,1.0,1,1000.0,30,1.961445,0.15,4.0,auto
63,32,56,arterial,1,1.0,1,1000.0,30,2.023019,0.15,4.0,auto
64,33,34,arterial,1,1.0,1,1000.0,30,1.989295,0.15,4.0,auto
65,33,57,arterial,1,1.0,1,1000.0,30,2.006282,0.15,4.0,auto
66,34,35,arterial,1,1.0,1,1000.0,30,1.960726,0.15,4.0,auto
67,34,58,arterial,1,1.0,1,1000.0,30,1.963738,0.15,4.0,auto
68,35,36,arterial,1,1.0,1,1000.0,30,1.974474,0.15,4.0,auto
69,35,59,arterial,1,1.0,1,1000.0,30,2.036414,0.15,4.0,auto
70,36,37,arterial,1,1.0,1,1000.0,30,1.975722,0.15,4.0,auto
71,36,60,arterial,1,1.0,1,1000.0,30,2.020459,0.15,4.0,auto
72,37,38,arterial,1,1.0,1,1000.0,30,2.034372,0.15,4.0,auto
73,37,61,arterial,1,1.0,1,1000.0,30,2.035364,0.15,4.0,auto
74,38,39,arterial,1,1.0,1,1000.0,30,1.987551,0.15,4.0,auto
75,38,62,arterial,1,1.0,1,1000.0,30,1.988383,0.15,4.0,auto
76,39,40,arterial,1,1.0,1,1000.0,30,2.001976,0.15,4.0,auto
77,39,63,arterial,1,1.0,1,1000.0,30,2.022048,0.15,4.0,auto
78,40,41,arterial,1,1.0,1,1000.0,30,1.968644,0.15,4.0,auto
79,40,64,arterial,1,1.0,1,1000.0,30,2.019872,0.15,4.0,auto
80,41,42,arterial,1,1.0,1,1000.0,30,2.023778,0.15,4.0,auto
81,41,65,arterial,1,1.0,1,1000.0,30,2.028776,0.15,4.0,auto
82,42,43,arterial,1,1.0,1,1000.0,30,1.962931,0.15,4.0,auto
83,42,66,arterial,1,1.0,1,1000.0,30,2.035664,0.15,4.0,auto
84,43,44,arterial,1,1.0,1,1000.0,30,1.967294,0.15,4.0,auto
85,43,67,arterial,1,1.0,1,1000.0,30,1.987259,0.15,4.0,auto
86,44,45,arterial,1,1.0,1,1000.0,30,2.008866,0.15,4.0,auto
87,44,68,arterial,1,1.0,1,1000.0,30,2.033447,0.15,4.0,auto
88,45,46,arterial,1,1.0,1,1000.0,30,1.987197,0.15,4.0,auto
89,45,69,arterial,1,1.0,1,1000.0,30,2.033936,0.15,4.0,auto
90,46,47,arterial,1,1.0,1,1000.0,30,2.003612,0.15,4.0,auto
91,46,70,arterial,1,1.0,1,1000.0,30,1.984996,0.15,4.0,auto
92,47,48,arterial,1,1.0,1,1000.0,30,1.985344,0.15,4.0,auto
93,47,71,arterial,1,1.0,1,1000.0,30,1.974198,0.15,4.0,auto
94,48,72,arterial,1,1.0,1,1000.0,30,1.971909,0.15,4.0,auto
95,49,50,arterial,1,1.0,1,1000.0,30,2.015134,0.15,4.0,auto
96,49,73,arterial,1,1.0,1,1000.0,30,2.039738,0.15,4.0,auto
97,50,51,arterial,1,1.0,1,1000.0,30,1.972922,0.15,4.0,auto
98,50,74,arterial,1,1.0,1,1000.0,30,1.963884,0.15,4.0,auto
99,51,52,arterial,1,1.0,1,1000.0,30,2.038936,0.15,4.0,auto
100,51,75,arterial,1,1.0,1,1000.0,30,2.002682,0.15,4.0,auto
101,52,53,arterial,1,1.0,1,1000.0,30,1.992471,0.15,4.0,auto
102,52,76,arterial,1,1.0,1,1000.0,30,1.978987,0.15,4.0,auto
103,53,54,arterial,1,1.0,1,1000.0,30,2.007517,0.15,4.0,auto
104,53,77,arterial,1,1.0,1,1000.0,30,2.026104,0.15,4.0,auto
105,54,55,arterial,1,1.0,1,1000.0,30,1.996453,0.15,4.0,auto
106,54,78,arterial,1,1.0,1,1000.0,30,1.993741,0.15,4.0,auto
107,55,56,arterial,1,1.0,1,1000.0,30,1.964457,0.15,4.0,auto
108,55,79,arterial,1,1.0,1,1000.0,30,2.033286,0.15,4.0,auto
109,56,57,arterial,1,1.0,1,1000.0,30,1.962618,0.15,4.0,auto
110,56,80,arterial,1,1.0,1,1000.0,30,1.999485,0.15,4.0,auto
111,57,58,arterial,1,1.0,1,1000.0,30,2.027074,0.15,4.0,auto
112,57,81,arterial,1,1.0,1,1000.0,30,1.970446,0.15,4.0,auto
113,58,59,arterial,1,1.0,1,1000.0,30,2.018533,0.15,4.0,auto
114,58,82,arterial,1,1.0,1,1000.0,30,2.035984,0.15,4.0,auto
115,59,60,arterial,1,1.0,1,1000.0,30,2.010432,0.15,4.0,auto
116,59,83,arterial,1,1.0,1,1000.0,30,2.023041,0.15,4.0,auto
